679.61	-113.08
679.642	-113.08
679.675	-113.08
679.708	-111.08
679.741	-3.08
679.773	-10.08
679.806	7.92
679.839	-0.08
679.871	-13.08
679.904	-19.08
679.937	2.92
679.97	14.92
680.002	-6.08
680.035	8.92
680.068	16.92
680.1	-17.08
680.133	6.92
680.166	6.92
680.198	6.92
680.231	10.92
680.264	0.92
680.296	54.92
680.329	0.92
680.362	-19.08
680.394	28.92
680.427	0.92
680.46	1.92
680.492	21.92
680.525	12.92
680.558	12.92
680.59	10.92
680.623	25.92
680.656	-3.08
680.688	24.92
680.721	9.92
680.753	7.92
680.786	0.92
680.819	5.92
680.851	20.92
680.884	20.92
680.917	12.92
680.949	23.92
680.982	-6.08
681.014	38.92
681.047	18.92
681.08	17.92
681.112	24.92
681.145	9.92
681.177	11.92
681.21	12.92
681.243	7.92
681.275	7.92
681.308	25.92
681.34	40.92
681.373	-3.08
681.405	0.92
681.438	19.92
681.471	25.92
681.503	19.92
681.536	3.92
681.568	-6.08
681.601	24.92
681.633	2.92
681.666	9.92
681.698	5.92
681.731	-2.08
681.764	10.92
681.796	-3.08
681.829	21.92
681.861	2.92
681.894	3.92
681.926	26.92
681.959	23.92
681.991	30.92
682.024	11.92
682.056	-0.08
682.089	17.92
682.121	12.92
682.154	24.92
682.186	3.92
682.219	28.92
682.251	13.92
682.284	45.92
682.316	2.92
682.349	15.92
682.381	17.92
682.414	17.92
682.446	32.92
682.479	23.92
682.511	5.92
682.544	5.92
682.576	-8.08
682.609	18.92
682.641	5.92
682.674	-11.08
682.706	5.92
682.738	12.92
682.771	31.92
682.803	-13.08
682.836	1.92
682.868	7.92
682.901	22.92
682.933	14.92
682.966	-12.08
682.998	4.92
683.03	22.92
683.063	16.92
683.095	12.92
683.128	3.92
683.16	28.92
683.193	12.92
683.225	22.92
683.257	3.92
683.29	27.92
683.322	20.92
683.355	37.92
683.387	10.92
683.419	16.92
683.452	28.92
683.484	9.92
683.517	39.92
683.549	54.92
683.581	18.92
683.614	18.92
683.646	11.92
683.678	26.92
683.711	-7.08
683.743	37.92
683.776	23.92
683.808	29.92
683.84	-13.08
683.873	-10.08
683.905	4.92
683.937	17.92
683.97	2.92
684.002	26.92
684.034	22.92
684.067	30.92
684.099	22.92
684.131	33.92
684.164	16.92
684.196	16.92
684.228	23.92
684.261	11.92
684.293	14.92
684.325	-10.08
684.358	-3.08
684.39	39.92
684.422	3.92
684.455	10.92
684.487	-13.08
684.519	13.92
684.551	17.92
684.584	20.92
684.616	23.92
684.648	10.92
684.681	16.92
684.713	20.92
684.745	32.92
684.777	16.92
684.81	33.92
684.842	45.92
684.874	5.92
684.906	-4.08
684.939	29.92
684.971	17.92
685.003	8.92
685.035	-4.08
685.068	36.92
685.1	56.92
685.132	53.92
685.164	13.92
685.197	22.92
685.229	18.92
685.261	12.92
685.293	5.92
685.326	-9.08
685.358	-11.08
685.39	31.92
685.422	5.92
685.455	20.92
685.487	17.92
685.519	12.92
685.551	4.92
685.583	5.92
685.616	6.92
685.648	25.92
685.68	7.92
685.712	-1.08
685.744	6.92
685.776	3.92
685.809	6.92
685.841	1.92
685.873	-7.08
685.905	-4.08
685.937	8.92
685.97	9.92
686.002	24.92
686.034	30.92
686.066	-1.08
686.098	7.92
686.13	-13.08
686.163	16.92
686.195	32.92
686.227	41.92
686.259	-1.08
686.291	3.92
686.323	5.92
686.355	20.92
686.387	-5.08
686.42	31.92
686.452	-16.08
686.484	10.92
686.516	17.92
686.548	-10.08
686.58	36.92
686.612	-8.08
686.644	8.92
686.677	1.92
686.709	15.92
686.741	-4.08
686.773	25.92
686.805	11.92
686.837	6.92
686.869	2.92
686.901	-5.08
686.933	-4.08
686.965	25.92
686.997	19.92
687.03	18.92
687.062	18.92
687.094	20.92
687.126	12.92
687.158	36.92
687.19	2.92
687.222	20.92
687.254	47.92
687.286	27.92
687.318	23.92
687.35	27.92
687.382	3.92
687.414	15.92
687.446	22.92
687.478	15.92
687.51	20.92
687.542	1.92
687.574	16.92
687.606	26.92
687.638	8.92
687.67	9.92
687.702	-1.08
687.734	30.92
687.766	51.92
687.798	0.92
687.83	15.92
687.862	-3.08
687.894	-5.08
687.926	32.92
687.958	-5.08
687.99	-10.08
688.022	10.92
688.054	-2.08
688.086	16.92
688.118	24.92
688.15	7.92
688.182	31.92
688.214	28.92
688.246	6.92
688.278	0.92
688.31	20.92
688.342	15.92
688.374	9.92
688.406	3.92
688.438	36.92
688.47	43.92
688.502	18.92
688.534	4.92
688.566	5.92
688.598	10.92
688.63	35.92
688.662	-0.08
688.693	13.92
688.725	19.92
688.757	16.92
688.789	31.92
688.821	24.92
688.853	3.92
688.885	22.92
688.917	25.92
688.949	20.92
688.981	16.92
689.013	16.92
689.044	23.92
689.076	19.92
689.108	32.92
689.14	4.92
689.172	22.92
689.204	35.92
689.236	7.92
689.268	-11.08
689.3	31.92
689.331	17.92
689.363	16.92
689.395	-1.08
689.427	27.92
689.459	33.92
689.491	12.92
689.523	9.92
689.554	6.92
689.586	-8.08
689.618	10.92
689.65	4.92
689.682	29.92
689.714	12.92
689.745	24.92
689.777	0.92
689.809	6.92
689.841	21.92
689.873	1.92
689.905	57.92
689.936	9.92
689.968	36.92
690	20.92
690.032	-2.08
690.064	12.92
690.095	11.92
690.127	-17.08
690.159	-2.08
690.191	17.92
690.223	14.92
690.254	17.92
690.286	22.92
690.318	-6.08
690.35	-5.08
690.381	22.92
690.413	-0.08
690.445	7.92
690.477	12.92
690.508	21.92
690.54	23.92
690.572	28.92
690.604	30.92
690.636	12.92
690.667	-6.08
690.699	19.92
690.731	16.92
690.762	20.92
690.794	27.92
690.826	25.92
690.858	19.92
690.889	6.92
690.921	32.92
690.953	22.92
690.985	35.92
691.016	6.92
691.048	49.92
691.08	38.92
691.111	64.92
691.143	35.92
691.175	33.92
691.207	49.92
691.238	52.92
691.27	40.92
691.302	10.92
691.333	5.92
691.365	18.92
691.397	29.92
691.428	51.92
691.46	35.92
691.492	44.92
691.523	22.92
691.555	50.92
691.587	30.92
691.618	58.92
691.65	61.92
691.682	45.92
691.713	36.92
691.745	76.92
691.777	57.92
691.808	39.92
691.84	62.92
691.872	68.92
691.903	75.92
691.935	98.92
691.966	60.92
691.998	81.92
692.03	80.92
692.061	52.92
692.093	94.92
692.125	126.92
692.156	132.92
692.188	136.92
692.219	120.92
692.251	163.92
692.283	153.92
692.314	170.92
692.346	203.92
692.377	225.92
692.409	273.92
692.441	281.92
692.472	351.92
692.504	378.92
692.535	408.92
692.567	442.92
692.598	480.92
692.63	491.92
692.662	528.92
692.693	527.92
692.725	523.92
692.756	569.92
692.788	517.92
692.819	547.92
692.851	519.92
692.882	498.92
692.914	501.92
692.946	539.92
692.977	485.92
693.009	415.92
693.04	401.92
693.072	391.92
693.103	359.92
693.135	349.92
693.166	282.92
693.198	330.92
693.229	320.92
693.261	299.92
693.292	293.92
693.324	278.92
693.355	266.92
693.387	308.92
693.418	245.92
693.45	298.92
693.481	293.92
693.513	283.92
693.544	305.92
693.576	312.92
693.607	318.92
693.639	327.92
693.67	330.92
693.702	363.92
693.733	372.92
693.765	419.92
693.796	437.92
693.827	501.92
693.859	569.92
693.89	615.92
693.922	675.92
693.953	711.92
693.985	747.92
694.016	825.92
694.048	854.92
694.079	911.92
694.111	976.92
694.142	1053.92
694.173	1096.92
694.205	1096.92
694.236	1115.92
694.268	1091.92
694.299	1045.92
694.33	979.92
694.362	883.92
694.393	833.92
694.425	766.92
694.456	766.92
694.487	752.92
694.519	678.92
694.55	623.92
694.582	570.92
