#P I Flux Inorm
0 11921 0 0
1 12565 0 0
2 12541 0 0
3 13071 0 0
4 13243 0 0
5 13457 0 0
6 13957 0 0
7 14157 0 0
8 14410 0 0
9 14996 0 0
10 15539 0 0
11 16019 0 0
12 16307 0 0
13 16422 0 0
14 16877 0 0
15 17206 0 0
16 17551 0 0
17 18331 0 0
18 18734 0 0
19 19261 0 0
20 19772 0 0
21 20092 0 0
22 20954 0 0
23 21759 0 0
24 22467 0 0
25 23518 0 0
26 25379 0 0
27 27749 0 0
28 27308 0 0
29 28651 0 0
30 29401 0 0
31 31267 0 0
32 32044 0 0
33 32871 0 0
34 34301 0 0
35 36308 0 0
36 38922 0 0
37 43082 0 0
38 48037 0 0
39 56824 0 0
40 65631 0 0
41 73456 0 0
42 79839 0 0
43 86485 0 0
44 96658 0 0
45 107601 0 0
46 109726 0 0
47 106207 0 0
48 116453 0 0
49 127083 0 0
50 131689 0 0
51 139254 0 0
52 141690 0 0
53 150371 0 0
54 152323 0 0
55 159700 0 0
56 176447 0 0
57 191518 0 0
58 218411 0 0
59 254828 0 0
60 290190 0 0
61 331864 0 0
62 388907 0 0
63 465387 0 0
64 511904 0 0
65 608046 0 0
66 733775 0 0
67 817437 0 0
68 888510 0 0
69 1.00071e+06 0 0
70 1.22566e+06 0 0
71 1.40148e+06 0 0
72 1.51085e+06 0 0
73 1.72279e+06 0 0
74 1.81831e+06 0 0
75 1.8619e+06 0 0
76 1.90203e+06 0 0
77 1.58521e+06 0 0
78 1.3703e+06 0 0
79 1.23031e+06 0 0
80 1.03868e+06 0 0
81 1.01463e+06 0 0
82 895929 0 0
83 584936 0 0
84 487405 0 0
85 473715 0 0
86 373732 0 0
87 289789 0 0
88 231657 0 0
89 187661 0 0
90 156378 0 0
91 139734 0 0
92 128443 0 0
93 116967 0 0
94 105565 0 0
95 98001 0 0
96 93260 0 0
97 87506 0 0
98 82385 0 0
99 77292 0 0
100 74142 0 0
101 70436 0 0
102 67486 0 0
103 64684 0 0
104 63522 0 0
105 60889 0 0
106 60355 0 0
107 59285 0 0
108 56593 0 0
109 53192 0 0
110 51029 0 0
111 47324 0 0
112 45237 0 0
113 42310 0 0
114 40974 0 0
115 39090 0 0
116 37893 0 0
117 36140 0 0
118 34973 0 0
119 33718 0 0
120 31712 0 0
121 31173 0 0
122 30110 0 0
123 28866 0 0
124 28312 0 0
125 27149 0 0
126 26475 0 0
127 25935 0 0
128 25166 0 0
129 24694 0 0
130 24025 0 0
131 23342 0 0
132 22513 0 0
133 22105 0 0
134 21275 0 0
135 21117 0 0
136 20158 0 0
137 19814 0 0
138 19222 0 0
139 18757 0 0
140 18015 0 0
141 17752 0 0
142 17019 0 0
143 16491 0 0
144 16327 0 0
145 16037 0 0
146 15765 0 0
147 15474 0 0
148 15103 0 0
149 14683 0 0
150 14574 0 0
151 14389 0 0
152 14090 0 0
153 13896 0 0
154 13762 0 0
155 13307 0 0
156 13008 0 0
157 13094 0 0
158 13023 0 0
159 12627 0 0
160 12647 0 0
161 12505 0 0
162 12366 0 0
163 12190 0 0
164 11857 0 0
165 11754 0 0
166 11547 0 0
167 11448 0 0
168 11384 0 0
169 11142 0 0
170 11122 0 0
171 10814 0 0
172 10515 0 0
173 10422 0 0
174 10387 0 0
175 10193 0 0
