#P I Flux Inorm
0 12676 0 0
1 13034 0 0
2 13117 0 0
3 13552 0 0
4 13807 0 0
5 13994 0 0
6 14308 0 0
7 14822 0 0
8 15168 0 0
9 15635 0 0
10 15930 0 0
11 16538 0 0
12 16428 0 0
13 17096 0 0
14 17420 0 0
15 17971 0 0
16 18417 0 0
17 18662 0 0
18 19222 0 0
19 19759 0 0
20 20493 0 0
21 21066 0 0
22 21912 0 0
23 22562 0 0
24 23387 0 0
25 25757 0 0
26 26621 0 0
27 26873 0 0
28 28036 0 0
29 29405 0 0
30 30754 0 0
31 31724 0 0
32 33046 0 0
33 34926 0 0
34 37271 0 0
35 41742 0 0
36 45156 0 0
37 53212 0 0
38 59846 0 0
39 69975 0 0
40 74378 0 0
41 82084 0 0
42 88806 0 0
43 97263 0 0
44 95374 0 0
45 95217 0 0
46 97844 0 0
47 98778 0 0
48 102204 0 0
49 112291 0 0
50 117533 0 0
51 121424 0 0
52 134306 0 0
53 144735 0 0
54 151527 0 0
55 166993 0 0
56 176394 0 0
57 198438 0 0
58 231398 0 0
59 252530 0 0
60 285072 0 0
61 335706 0 0
62 405613 0 0
63 440785 0 0
64 526257 0 0
65 642921 0 0
66 741506 0 0
67 840164 0 0
68 927528 0 0
69 1.07468e+06 0 0
70 1.26687e+06 0 0
71 1.39571e+06 0 0
72 1.53604e+06 0 0
73 1.63049e+06 0 0
74 1.77445e+06 0 0
75 1.73858e+06 0 0
76 1.87022e+06 0 0
77 1.53381e+06 0 0
78 1.31221e+06 0 0
79 1.16992e+06 0 0
80 1.02796e+06 0 0
81 908379 0 0
82 926958 0 0
83 873463 0 0
84 596933 0 0
85 487331 0 0
86 452239 0 0
87 383868 0 0
88 306424 0 0
89 237195 0 0
90 193779 0 0
91 158839 0 0
92 145677 0 0
93 132077 0 0
94 125036 0 0
95 113187 0 0
96 108391 0 0
97 102499 0 0
98 97707 0 0
99 92277 0 0
100 88088 0 0
101 83961 0 0
102 80778 0 0
103 78011 0 0
104 74903 0 0
105 73945 0 0
106 70422 0 0
107 69911 0 0
108 67951 0 0
109 66580 0 0
110 61781 0 0
111 58419 0 0
112 54302 0 0
113 51513 0 0
114 48473 0 0
115 46898 0 0
116 44264 0 0
117 43309 0 0
118 40402 0 0
119 39874 0 0
120 37878 0 0
121 37573 0 0
122 35675 0 0
123 34162 0 0
124 32971 0 0
125 32521 0 0
126 31018 0 0
127 30447 0 0
128 29439 0 0
129 29508 0 0
130 28393 0 0
131 27583 0 0
132 26520 0 0
133 25700 0 0
134 25042 0 0
135 24145 0 0
136 23541 0 0
137 22540 0 0
138 22448 0 0
139 21404 0 0
140 21463 0 0
141 20224 0 0
142 19888 0 0
143 19134 0 0
144 18775 0 0
145 18037 0 0
146 18151 0 0
147 17410 0 0
148 17571 0 0
149 16906 0 0
150 16877 0 0
151 16312 0 0
152 16240 0 0
153 15774 0 0
154 15595 0 0
155 15368 0 0
156 14773 0 0
157 14780 0 0
158 14318 0 0
159 14054 0 0
160 14005 0 0
161 13885 0 0
162 13591 0 0
163 13694 0 0
164 13172 0 0
165 13296 0 0
166 12662 0 0
167 12845 0 0
168 12360 0 0
169 12481 0 0
170 12180 0 0
171 12296 0 0
172 11676 0 0
173 11747 0 0
174 11421 0 0
175 11192 0 0
176 11024 0 0
177 10929 0 0
178 10633 0 0
179 10409 0 0
180 10449 0 0
181 10202 0 0
182 10083 0 0
183 10027 0 0
184 9946 0 0
185 9639 0 0
186 9533 0 0
187 9462 0 0
188 9394 0 0
189 9306 0 0
190 9081 0 0
191 8961 0 0
192 9127 0 0
193 8872 0 0
194 8998 0 0
195 8566 0 0
196 8582 0 0
197 8501 0 0
198 8493 0 0
199 8449 0 0
200 8444 0 0
201 8111 0 0
202 8164 0 0
203 7960 0 0
204 7804 0 0
205 7718 0 0
206 7744 0 0
207 7607 0 0
208 7412 0 0
209 7409 0 0
210 7147 0 0
211 7413 0 0
212 7065 0 0
213 7104 0 0
214 6955 0 0
215 7009 0 0
216 6960 0 0
217 6823 0 0
218 6820 0 0
219 6570 0 0
220 6400 0 0
221 6498 0 0
222 6340 0 0
223 6286 0 0
224 6168 0 0
225 6145 0 0
226 6138 0 0
227 6119 0 0
228 5856 0 0
229 5849 0 0
230 5804 0 0
231 5747 0 0
232 5637 0 0
233 5655 0 0
234 5632 0 0
235 5603 0 0
236 5474 0 0
237 5522 0 0
238 5569 0 0
239 5282 0 0
240 5298 0 0
241 5384 0 0
242 5243 0 0
243 5163 0 0
244 5261 0 0
245 5075 0 0
246 5114 0 0
247 5132 0 0
248 4945 0 0
249 4845 0 0
250 4868 0 0
251 4856 0 0
252 4659 0 0
253 4754 0 0
254 4803 0 0
255 4640 0 0
256 4642 0 0
257 4683 0 0
258 4706 0 0
259 4644 0 0
260 4561 0 0
261 4475 0 0
262 4355 0 0
263 4415 0 0
264 4454 0 0
265 4369 0 0
266 4173 0 0
267 4285 0 0
268 4196 0 0
269 4293 0 0
270 4114 0 0
271 4125 0 0
272 4064 0 0
273 4090 0 0
274 4070 0 0
275 4079 0 0
276 4110 0 0
277 4119 0 0
278 4053 0 0
279 4028 0 0
280 3936 0 0
281 3866 0 0
282 3915 0 0
283 3945 0 0
284 3786 0 0
285 3856 0 0
286 3738 0 0
287 3688 0 0
288 3726 0 0
289 3962 0 0
290 3862 0 0
291 3791 0 0
292 3703 0 0
293 3668 0 0
294 3612 0 0
295 3597 0 0
296 3714 0 0
297 3663 0 0
298 3689 0 0
299 3548 0 0
300 3737 0 0
301 3630 0 0
302 3609 0 0
303 3546 0 0
304 3592 0 0
305 3522 0 0
306 3643 0 0
307 3552 0 0
308 3653 0 0
309 3511 0 0
310 3452 0 0
311 3447 0 0
312 3425 0 0
313 3566 0 0
314 3332 0 0
315 3319 0 0
316 3317 0 0
317 3423 0 0
318 3433 0 0
319 3474 0 0
320 3369 0 0
321 3423 0 0
322 3201 0 0
323 3375 0 0
324 3257 0 0
325 3388 0 0
326 3294 0 0
327 3449 0 0
328 3313 0 0
329 3185 0 0
330 3284 0 0
331 3269 0 0
332 3269 0 0
333 3279 0 0
334 3287 0 0
335 3380 0 0
336 3366 0 0
337 3334 0 0
338 3203 0 0
339 3291 0 0
340 3163 0 0
341 3130 0 0
342 3060 0 0
343 3132 0 0
344 3065 0 0
345 2894 0 0
346 2990 0 0
347 2887 0 0
348 3108 0 0
349 3031 0 0
350 2936 0 0
351 2984 0 0
352 2826 0 0
353 2987 0 0
354 2963 0 0
355 2972 0 0
356 3004 0 0
357 2901 0 0
358 2948 0 0
359 2900 0 0
360 2924 0 0
361 2829 0 0
362 2840 0 0
363 2858 0 0
364 2841 0 0
365 2769 0 0
366 2769 0 0
367 2817 0 0
368 2723 0 0
369 2756 0 0
370 2766 0 0
371 2709 0 0
372 2750 0 0
373 2726 0 0
374 2599 0 0
375 2669 0 0
376 2634 0 0
377 2671 0 0
378 2614 0 0
379 2690 0 0
380 2619 0 0
381 2603 0 0
382 2756 0 0
383 2652 0 0
384 2615 0 0
385 2624 0 0
386 2630 0 0
387 2640 0 0
388 2618 0 0
