#P I Flux Inorm
0 12527 0 0
1 12738 0 0
2 12877 0 0
3 13285 0 0
4 13978 0 0
5 14084 0 0
6 14403 0 0
7 14945 0 0
8 15619 0 0
9 15699 0 0
10 16108 0 0
11 16283 0 0
12 16531 0 0
13 17240 0 0
14 17759 0 0
15 18323 0 0
16 18442 0 0
17 19240 0 0
18 19467 0 0
19 20215 0 0
20 21015 0 0
21 21710 0 0
22 22769 0 0
23 23919 0 0
24 24833 0 0
25 26850 0 0
26 26754 0 0
27 27885 0 0
28 29231 0 0
29 29814 0 0
30 30471 0 0
31 31104 0 0
32 32308 0 0
33 34430 0 0
34 35957 0 0
35 39508 0 0
36 42888 0 0
37 48721 0 0
38 53405 0 0
39 61011 0 0
40 67541 0 0
41 73364 0 0
42 78088 0 0
43 87942 0 0
44 95415 0 0
45 104171 0 0
46 113855 0 0
47 114469 0 0
48 120062 0 0
49 131243 0 0
50 134638 0 0
51 142786 0 0
52 151344 0 0
53 153284 0 0
54 163942 0 0
55 181240 0 0
56 194581 0 0
57 224708 0 0
58 267318 0 0
59 308949 0 0
60 342502 0 0
61 376010 0 0
62 434026 0 0
63 476791 0 0
64 561664 0 0
65 710950 0 0
66 801280 0 0
67 858719 0 0
68 985235 0 0
69 1.19613e+06 0 0
70 1.33528e+06 0 0
71 1.3788e+06 0 0
72 1.59588e+06 0 0
73 1.71622e+06 0 0
74 1.75158e+06 0 0
75 1.68008e+06 0 0
76 1.59245e+06 0 0
77 1.39113e+06 0 0
78 1.20882e+06 0 0
79 1.18687e+06 0 0
80 1.06737e+06 0 0
81 976420 0 0
82 1.01216e+06 0 0
83 732099 0 0
84 513164 0 0
85 508934 0 0
86 463223 0 0
87 352786 0 0
88 278142 0 0
89 221758 0 0
90 186297 0 0
91 161188 0 0
92 147284 0 0
93 134217 0 0
94 119859 0 0
95 110489 0 0
96 102732 0 0
97 94371 0 0
98 88390 0 0
99 83151 0 0
100 79185 0 0
101 75537 0 0
102 72531 0 0
103 68956 0 0
104 68487 0 0
105 66242 0 0
106 65306 0 0
107 63962 0 0
108 64146 0 0
109 61113 0 0
110 58522 0 0
111 55560 0 0
112 51974 0 0
113 49822 0 0
114 47120 0 0
115 44898 0 0
116 43781 0 0
117 41799 0 0
118 40023 0 0
119 38491 0 0
120 36868 0 0
121 36219 0 0
122 34816 0 0
123 33525 0 0
124 32352 0 0
125 30981 0 0
