#P I Flux Inorm
0 13292 0 0
1 13289 0 0
2 13942 0 0
3 13947 0 0
4 14503 0 0
5 14669 0 0
6 15354 0 0
7 15623 0 0
8 16434 0 0
9 16325 0 0
10 16796 0 0
11 17039 0 0
12 17496 0 0
13 18140 0 0
14 18226 0 0
15 19238 0 0
16 19109 0 0
17 20214 0 0
18 20887 0 0
19 21573 0 0
20 22375 0 0
21 23822 0 0
22 24188 0 0
23 25778 0 0
24 26732 0 0
25 27203 0 0
26 28327 0 0
27 28678 0 0
28 29815 0 0
29 30331 0 0
30 31232 0 0
31 32997 0 0
32 34518 0 0
33 36057 0 0
34 38382 0 0
35 42093 0 0
36 47054 0 0
37 51667 0 0
38 57620 0 0
39 64304 0 0
40 67996 0 0
41 70821 0 0
42 78319 0 0
43 87559 0 0
44 97444 0 0
45 111433 0 0
46 116062 0 0
47 118142 0 0
48 121863 0 0
49 132293 0 0
50 138884 0 0
51 149758 0 0
52 151754 0 0
53 163475 0 0
54 176156 0 0
55 190832 0 0
56 210600 0 0
57 256231 0 0
58 296162 0 0
59 332923 0 0
60 351511 0 0
61 395155 0 0
62 446344 0 0
63 502341 0 0
64 641276 0 0
65 758456 0 0
66 833267 0 0
67 920028 0 0
68 1.10216e+06 0 0
69 1.28751e+06 0 0
70 1.28974e+06 0 0
71 1.46615e+06 0 0
72 1.62632e+06 0 0
73 1.7109e+06 0 0
74 1.62222e+06 0 0
75 1.50241e+06 0 0
76 1.40372e+06 0 0
77 1.25044e+06 0 0
78 1.16376e+06 0 0
79 1.11068e+06 0 0
80 1.06312e+06 0 0
81 976573 0 0
82 984211 0 0
83 856353 0 0
84 553918 0 0
85 511246 0 0
86 500285 0 0
87 410634 0 0
88 314697 0 0
89 250205 0 0
90 208066 0 0
91 178371 0 0
92 160444 0 0
93 144388 0 0
94 132092 0 0
95 118855 0 0
96 110843 0 0
97 100135 0 0
98 94030 0 0
99 87073 0 0
100 83594 0 0
101 78252 0 0
102 75917 0 0
103 70904 0 0
104 71328 0 0
105 68837 0 0
106 68968 0 0
107 66863 0 0
108 67357 0 0
109 64449 0 0
