#P I Flux Inorm
0 12151 0 0
1 12299 0 0
2 12472 0 0
3 12592 0 0
4 13109 0 0
5 13629 0 0
6 13907 0 0
7 14144 0 0
8 14569 0 0
9 14617 0 0
10 15388 0 0
11 16028 0 0
12 16137 0 0
13 16471 0 0
14 16779 0 0
15 17237 0 0
16 17549 0 0
17 17984 0 0
18 18666 0 0
19 19461 0 0
20 19494 0 0
21 20274 0 0
22 20992 0 0
23 21969 0 0
24 22598 0 0
25 23623 0 0
26 24859 0 0
27 27399 0 0
28 27273 0 0
29 28315 0 0
30 29593 0 0
31 31151 0 0
32 31978 0 0
33 33106 0 0
34 34149 0 0
35 35623 0 0
36 38509 0 0
37 42261 0 0
38 46396 0 0
39 54870 0 0
40 63130 0 0
41 71625 0 0
42 77586 0 0
43 84890 0 0
44 91729 0 0
45 104723 0 0
46 110260 0 0
47 106159 0 0
48 116772 0 0
49 127198 0 0
50 132380 0 0
51 141239 0 0
52 143220 0 0
53 151037 0 0
54 153473 0 0
55 159495 0 0
56 176648 0 0
57 191098 0 0
58 215805 0 0
59 253425 0 0
60 287809 0 0
61 333049 0 0
62 385769 0 0
63 463037 0 0
64 509273 0 0
65 601258 0 0
66 732812 0 0
67 816916 0 0
68 889138 0 0
69 998769 0 0
70 1.22827e+06 0 0
71 1.40537e+06 0 0
72 1.51819e+06 0 0
73 1.73851e+06 0 0
74 1.83048e+06 0 0
75 1.87768e+06 0 0
76 1.91435e+06 0 0
77 1.58465e+06 0 0
78 1.39201e+06 0 0
79 1.23053e+06 0 0
80 1.03923e+06 0 0
81 1.03278e+06 0 0
82 856020 0 0
83 567456 0 0
84 489289 0 0
85 473443 0 0
86 362090 0 0
87 283497 0 0
88 226966 0 0
89 184060 0 0
90 155234 0 0
91 138565 0 0
92 127550 0 0
93 115711 0 0
94 104085 0 0
95 97357 0 0
96 91083 0 0
97 85306 0 0
98 80613 0 0
99 75599 0 0
100 72064 0 0
101 68693 0 0
102 65962 0 0
103 63702 0 0
104 62413 0 0
105 60622 0 0
106 59420 0 0
107 57091 0 0
108 55574 0 0
109 53162 0 0
110 50023 0 0
111 45948 0 0
112 44415 0 0
113 41946 0 0
114 40466 0 0
115 38498 0 0
116 37342 0 0
117 35849 0 0
118 34468 0 0
119 32691 0 0
120 31792 0 0
121 30662 0 0
122 29916 0 0
123 28611 0 0
124 27600 0 0
125 26545 0 0
126 25897 0 0
127 25046 0 0
128 24910 0 0
129 23835 0 0
130 23679 0 0
131 22563 0 0
132 22192 0 0
133 21887 0 0
134 20675 0 0
135 20667 0 0
136 19918 0 0
137 19175 0 0
138 18796 0 0
139 18288 0 0
140 17991 0 0
141 17481 0 0
142 16971 0 0
143 16448 0 0
144 16037 0 0
145 15452 0 0
146 15286 0 0
147 15236 0 0
148 14953 0 0
149 14457 0 0
150 14342 0 0
151 13825 0 0
152 13671 0 0
153 13632 0 0
154 13294 0 0
155 13197 0 0
156 12839 0 0
157 12829 0 0
158 12685 0 0
159 12553 0 0
160 12355 0 0
161 12442 0 0
162 12199 0 0
163 11950 0 0
164 11705 0 0
165 11818 0 0
166 11470 0 0
167 11405 0 0
168 11163 0 0
169 11042 0 0
170 10890 0 0
171 10748 0 0
172 10509 0 0
173 10272 0 0
174 10066 0 0
175 10129 0 0
176 9860 0 0
177 9788 0 0
178 9672 0 0
179 9433 0 0
180 9303 0 0
181 9352 0 0
182 9141 0 0
183 9015 0 0
184 8781 0 0
185 8545 0 0
186 8577 0 0
187 8558 0 0
188 8577 0 0
189 8394 0 0
190 8304 0 0
191 8273 0 0
192 8281 0 0
193 8021 0 0
194 7994 0 0
195 7975 0 0
196 7785 0 0
197 7642 0 0
198 7648 0 0
199 7594 0 0
200 7377 0 0
201 7356 0 0
202 7033 0 0
203 7238 0 0
204 7082 0 0
205 7095 0 0
206 6939 0 0
207 6828 0 0
208 6784 0 0
209 6467 0 0
210 6602 0 0
211 6460 0 0
212 6376 0 0
213 6094 0 0
214 6269 0 0
215 6082 0 0
216 6040 0 0
217 6110 0 0
218 5924 0 0
219 5863 0 0
220 5830 0 0
221 5775 0 0
222 5554 0 0
223 5450 0 0
224 5542 0 0
225 5382 0 0
226 5297 0 0
227 5238 0 0
228 5120 0 0
229 5244 0 0
230 5066 0 0
231 5034 0 0
232 4926 0 0
233 5194 0 0
234 4952 0 0
235 4985 0 0
236 4959 0 0
237 4867 0 0
238 4592 0 0
239 4727 0 0
240 4644 0 0
241 4661 0 0
242 4578 0 0
243 4675 0 0
244 4524 0 0
245 4415 0 0
246 4545 0 0
247 4508 0 0
248 4303 0 0
249 4244 0 0
250 4313 0 0
251 4462 0 0
252 4221 0 0
253 4364 0 0
254 4191 0 0
255 4145 0 0
256 4021 0 0
257 4069 0 0
258 3934 0 0
259 3952 0 0
260 3986 0 0
261 3955 0 0
262 3841 0 0
263 3894 0 0
264 3816 0 0
265 3809 0 0
266 3721 0 0
267 3690 0 0
268 3739 0 0
269 3702 0 0
270 3606 0 0
271 3567 0 0
272 3665 0 0
273 3542 0 0
274 3564 0 0
275 3482 0 0
276 3474 0 0
277 3500 0 0
278 3483 0 0
279 3397 0 0
280 3379 0 0
281 3309 0 0
282 3441 0 0
283 3387 0 0
284 3310 0 0
285 3249 0 0
286 3198 0 0
287 3334 0 0
288 3211 0 0
289 3257 0 0
290 3169 0 0
291 3231 0 0
292 3039 0 0
293 3039 0 0
294 3164 0 0
295 3164 0 0
296 3090 0 0
297 3067 0 0
298 3173 0 0
299 3114 0 0
300 3101 0 0
301 2967 0 0
302 3057 0 0
303 3010 0 0
304 3051 0 0
305 3046 0 0
306 3092 0 0
307 2947 0 0
308 2907 0 0
309 2977 0 0
310 2926 0 0
311 2891 0 0
312 2922 0 0
313 2936 0 0
314 2845 0 0
315 2828 0 0
316 2952 0 0
317 2887 0 0
318 2731 0 0
319 2810 0 0
320 2785 0 0
321 2835 0 0
322 2842 0 0
323 2791 0 0
324 2832 0 0
325 2750 0 0
326 2741 0 0
327 2745 0 0
328 2713 0 0
329 2807 0 0
330 2751 0 0
331 2765 0 0
332 2799 0 0
333 2746 0 0
334 2708 0 0
335 2633 0 0
336 2694 0 0
337 2654 0 0
338 2578 0 0
339 2609 0 0
340 2589 0 0
341 2548 0 0
342 2517 0 0
343 2475 0 0
344 2514 0 0
345 2621 0 0
346 2360 0 0
347 2568 0 0
348 2525 0 0
349 2473 0 0
350 2521 0 0
351 2497 0 0
352 2510 0 0
353 2514 0 0
354 2451 0 0
355 2424 0 0
356 2337 0 0
357 2405 0 0
358 2471 0 0
359 2412 0 0
360 2403 0 0
361 2380 0 0
362 2318 0 0
363 2282 0 0
364 2315 0 0
365 2284 0 0
366 2307 0 0
367 2271 0 0
