#P I Flux Inorm
0 13514 0 0
1 13771 0 0
2 14169 0 0
3 14704 0 0
4 15294 0 0
5 15668 0 0
6 15763 0 0
7 16178 0 0
8 16564 0 0
9 17053 0 0
10 17418 0 0
11 18064 0 0
12 17942 0 0
13 19024 0 0
14 19154 0 0
15 19896 0 0
16 20260 0 0
17 21629 0 0
18 22112 0 0
19 23461 0 0
20 24633 0 0
21 25605 0 0
22 26126 0 0
23 26758 0 0
24 27631 0 0
25 28394 0 0
26 29374 0 0
27 30494 0 0
28 32312 0 0
29 33781 0 0
30 37001 0 0
31 39692 0 0
32 44086 0 0
33 50173 0 0
34 53833 0 0
35 62103 0 0
36 66188 0 0
37 72658 0 0
38 78607 0 0
39 85063 0 0
40 89133 0 0
41 96815 0 0
42 102058 0 0
43 103306 0 0
44 109850 0 0
45 108567 0 0
46 113958 0 0
47 108683 0 0
48 118395 0 0
49 138906 0 0
50 154678 0 0
51 161201 0 0
52 171561 0 0
53 185803 0 0
54 220542 0 0
55 253055 0 0
56 295853 0 0
57 324904 0 0
58 356337 0 0
59 404857 0 0
60 441547 0 0
61 526127 0 0
62 649003 0 0
63 729473 0 0
64 803545 0 0
65 918715 0 0
66 1.09759e+06 0 0
67 1.10669e+06 0 0
68 1.10054e+06 0 0
69 1.20344e+06 0 0
70 1.37072e+06 0 0
71 1.40897e+06 0 0
72 1.50632e+06 0 0
73 1.5117e+06 0 0
74 1.42064e+06 0 0
75 1.39799e+06 0 0
76 1.22796e+06 0 0
77 1.10911e+06 0 0
78 1.04474e+06 0 0
79 1.06519e+06 0 0
80 1.02402e+06 0 0
81 908340 0 0
82 813503 0 0
83 860268 0 0
84 827953 0 0
85 688908 0 0
86 504134 0 0
87 442064 0 0
88 432803 0 0
89 368780 0 0
90 270499 0 0
91 219379 0 0
92 181663 0 0
93 163128 0 0
94 146856 0 0
95 137691 0 0
96 124118 0 0
97 115525 0 0
98 107290 0 0
99 100234 0 0
100 94565 0 0
101 87934 0 0
102 84896 0 0
103 78975 0 0
104 77897 0 0
105 73469 0 0
106 74714 0 0
107 70196 0 0
108 72221 0 0
109 68330 0 0
110 71096 0 0
111 66135 0 0
112 66681 0 0
113 60494 0 0
114 59794 0 0
115 53971 0 0
116 52657 0 0
117 49238 0 0
118 47454 0 0
119 45588 0 0
120 43396 0 0
121 42740 0 0
122 40448 0 0
123 40628 0 0
124 37098 0 0
125 37344 0 0
126 34424 0 0
127 35196 0 0
128 32273 0 0
129 33156 0 0
130 30989 0 0
131 31247 0 0
132 29022 0 0
133 29151 0 0
134 27440 0 0
135 27210 0 0
136 26450 0 0
137 25483 0 0
138 24957 0 0
139 24028 0 0
140 24203 0 0
141 22355 0 0
142 23138 0 0
143 21086 0 0
144 21820 0 0
145 19925 0 0
146 20382 0 0
147 18976 0 0
148 19654 0 0
149 18761 0 0
150 18916 0 0
151 18184 0 0
152 18314 0 0
153 17766 0 0
154 17619 0 0
155 17530 0 0
156 16844 0 0
157 16810 0 0
158 16479 0 0
159 16738 0 0
160 15961 0 0
161 16412 0 0
162 15770 0 0
163 16277 0 0
164 15366 0 0
165 15830 0 0
166 14981 0 0
167 15405 0 0
168 14621 0 0
169 14796 0 0
170 14564 0 0
171 14507 0 0
172 14223 0 0
173 14059 0 0
174 13574 0 0
175 13406 0 0
176 13168 0 0
177 12703 0 0
178 12988 0 0
179 12463 0 0
180 12718 0 0
181 12141 0 0
182 12497 0 0
183 11742 0 0
184 12364 0 0
185 11562 0 0
186 11923 0 0
187 11249 0 0
188 11603 0 0
189 11210 0 0
190 11246 0 0
191 10944 0 0
192 10917 0 0
193 11039 0 0
194 10814 0 0
195 10641 0 0
196 10486 0 0
197 10492 0 0
198 10302 0 0
199 10367 0 0
200 9844 0 0
201 10382 0 0
202 9677 0 0
203 9702 0 0
204 9557 0 0
205 9622 0 0
206 9019 0 0
207 9451 0 0
208 8915 0 0
209 9066 0 0
210 8666 0 0
211 8878 0 0
212 8645 0 0
213 8458 0 0
214 8489 0 0
215 8090 0 0
216 8069 0 0
217 7983 0 0
218 8068 0 0
219 7880 0 0
220 7820 0 0
221 7390 0 0
222 7736 0 0
223 7065 0 0
224 7355 0 0
225 7152 0 0
226 7058 0 0
227 6747 0 0
228 6908 0 0
229 6609 0 0
230 6518 0 0
231 6400 0 0
232 6488 0 0
233 6290 0 0
234 6128 0 0
235 6253 0 0
236 6031 0 0
237 6009 0 0
238 5937 0 0
239 6062 0 0
240 5840 0 0
241 5861 0 0
242 5793 0 0
243 5811 0 0
244 5706 0 0
245 5725 0 0
246 5683 0 0
247 5609 0 0
