#P I Flux Inorm
0 13777 0 0
1 13995 0 0
2 14245 0 0
3 14316 0 0
4 14622 0 0
5 15149 0 0
6 15237 0 0
7 15663 0 0
8 15751 0 0
9 16378 0 0
10 16938 0 0
11 17671 0 0
12 18784 0 0
13 19558 0 0
14 20489 0 0
15 21079 0 0
16 22073 0 0
17 23009 0 0
18 24175 0 0
19 26553 0 0
20 27762 0 0
21 30011 0 0
22 30870 0 0
23 35269 0 0
24 36542 0 0
25 41822 0 0
26 43665 0 0
27 48664 0 0
28 53604 0 0
29 60343 0 0
30 69157 0 0
31 68920 0 0
32 73784 0 0
33 72132 0 0
34 80201 0 0
35 75017 0 0
36 76008 0 0
37 70197 0 0
38 74442 0 0
39 73610 0 0
40 76032 0 0
41 79739 0 0
42 85984 0 0
43 91008 0 0
44 91385 0 0
45 92087 0 0
46 85522 0 0
47 89591 0 0
48 95719 0 0
49 102446 0 0
50 111919 0 0
51 118423 0 0
52 126289 0 0
53 137603 0 0
54 154239 0 0
55 174790 0 0
56 200101 0 0
57 232290 0 0
58 291403 0 0
59 365346 0 0
60 384530 0 0
61 424077 0 0
62 496324 0 0
63 527368 0 0
64 660857 0 0
65 761127 0 0
66 850142 0 0
67 938116 0 0
68 1.26402e+06 0 0
69 1.49055e+06 0 0
70 1.50351e+06 0 0
71 1.46309e+06 0 0
72 1.34487e+06 0 0
73 1.33285e+06 0 0
74 1.62253e+06 0 0
75 2.04823e+06 0 0
76 2.32254e+06 0 0
77 1.65422e+06 0 0
78 1.45306e+06 0 0
79 1.06394e+06 0 0
80 825555 0 0
81 772124 0 0
82 707003 0 0
83 605915 0 0
84 492337 0 0
85 415692 0 0
86 364437 0 0
87 297528 0 0
88 249653 0 0
89 202794 0 0
90 176097 0 0
91 156548 0 0
92 136850 0 0
93 122326 0 0
94 111003 0 0
95 102385 0 0
96 93772 0 0
97 87801 0 0
98 80517 0 0
99 79463 0 0
100 75149 0 0
101 77293 0 0
102 76013 0 0
103 69575 0 0
104 65888 0 0
105 62387 0 0
106 62509 0 0
107 56591 0 0
108 55670 0 0
109 49906 0 0
110 49894 0 0
111 44660 0 0
112 44964 0 0
113 41231 0 0
114 40463 0 0
115 38460 0 0
116 37257 0 0
117 35532 0 0
118 33778 0 0
119 32974 0 0
120 30683 0 0
121 30582 0 0
122 28367 0 0
123 28788 0 0
124 27076 0 0
125 26884 0 0
126 25427 0 0
127 25698 0 0
128 24781 0 0
129 24384 0 0
130 23842 0 0
131 22763 0 0
132 22842 0 0
133 21886 0 0
134 21865 0 0
135 21112 0 0
136 21574 0 0
137 20358 0 0
138 20404 0 0
139 19334 0 0
140 18917 0 0
141 18531 0 0
142 18301 0 0
143 17783 0 0
144 17465 0 0
145 17155 0 0
146 16495 0 0
147 16195 0 0
148 15550 0 0
149 15639 0 0
150 14880 0 0
151 15096 0 0
152 14151 0 0
153 14265 0 0
154 13673 0 0
155 13631 0 0
156 13130 0 0
157 12854 0 0
158 12739 0 0
159 12417 0 0
160 12265 0 0
161 12102 0 0
162 11736 0 0
163 11623 0 0
164 11719 0 0
165 11541 0 0
166 11142 0 0
167 10965 0 0
168 10577 0 0
169 10302 0 0
170 10219 0 0
171 9861 0 0
172 9797 0 0
173 9596 0 0
174 9443 0 0
175 9248 0 0
176 9137 0 0
177 8812 0 0
178 8584 0 0
179 8420 0 0
180 8194 0 0
181 8108 0 0
182 7890 0 0
183 7945 0 0
184 7621 0 0
185 7753 0 0
186 7448 0 0
187 7372 0 0
188 7227 0 0
189 7149 0 0
190 7044 0 0
191 6970 0 0
192 6958 0 0
193 6734 0 0
194 6614 0 0
195 6563 0 0
196 6377 0 0
197 6153 0 0
198 6247 0 0
199 5925 0 0
200 5971 0 0
201 6010 0 0
202 5973 0 0
203 5767 0 0
204 5663 0 0
205 5724 0 0
206 5535 0 0
207 5636 0 0
208 5556 0 0
209 5531 0 0
210 5152 0 0
211 5193 0 0
212 5057 0 0
213 5017 0 0
214 4879 0 0
215 4904 0 0
216 4756 0 0
217 4502 0 0
218 4691 0 0
219 4516 0 0
220 4613 0 0
221 4495 0 0
222 4484 0 0
223 4369 0 0
224 4325 0 0
225 4279 0 0
226 4382 0 0
227 4229 0 0
228 4268 0 0
229 4158 0 0
230 4123 0 0
231 4110 0 0
232 4003 0 0
233 4061 0 0
234 3980 0 0
235 3966 0 0
236 3910 0 0
237 4082 0 0
238 3823 0 0
239 3913 0 0
240 3811 0 0
241 3770 0 0
242 3875 0 0
243 3844 0 0
244 3656 0 0
245 3523 0 0
246 3621 0 0
247 3599 0 0
248 3558 0 0
249 3536 0 0
250 3592 0 0
251 3570 0 0
252 3565 0 0
253 3500 0 0
254 3363 0 0
255 3376 0 0
256 3469 0 0
257 3326 0 0
258 3324 0 0
259 3235 0 0
260 3250 0 0
261 3226 0 0
262 3114 0 0
263 3081 0 0
264 3158 0 0
265 3008 0 0
266 3064 0 0
267 3215 0 0
268 3144 0 0
269 3069 0 0
270 3029 0 0
271 3060 0 0
272 3036 0 0
273 3075 0 0
274 3141 0 0
275 2999 0 0
276 2945 0 0
277 3032 0 0
278 2953 0 0
279 2968 0 0
