#P I Flux Inorm
0 12011 0 0
1 12423 0 0
2 12715 0 0
3 12836 0 0
4 13290 0 0
5 13610 0 0
6 13934 0 0
7 14143 0 0
8 14707 0 0
9 15318 0 0
10 15743 0 0
11 15887 0 0
12 16272 0 0
13 16426 0 0
14 16982 0 0
15 17184 0 0
16 17767 0 0
17 18538 0 0
18 18779 0 0
19 19452 0 0
20 20058 0 0
21 20683 0 0
22 21464 0 0
23 22059 0 0
24 23392 0 0
25 24715 0 0
26 26866 0 0
27 27402 0 0
28 27933 0 0
29 29031 0 0
30 30185 0 0
31 31320 0 0
32 31968 0 0
33 32737 0 0
34 35038 0 0
35 36505 0 0
36 40391 0 0
37 43804 0 0
38 50692 0 0
39 57560 0 0
40 67190 0 0
41 73214 0 0
42 81502 0 0
43 85731 0 0
44 98925 0 0
45 107407 0 0
46 112866 0 0
47 114331 0 0
48 124814 0 0
49 133922 0 0
50 139366 0 0
51 144985 0 0
52 150092 0 0
53 156781 0 0
54 158982 0 0
55 171473 0 0
56 188114 0 0
57 207487 0 0
58 240802 0 0
59 284806 0 0
60 321266 0 0
61 368013 0 0
62 416883 0 0
63 486781 0 0
64 525949 0 0
65 652269 0 0
66 767361 0 0
67 843977 0 0
68 906268 0 0
69 1.06259e+06 0 0
70 1.3133e+06 0 0
71 1.37977e+06 0 0
72 1.53154e+06 0 0
73 1.70721e+06 0 0
74 1.8096e+06 0 0
75 1.80476e+06 0 0
76 1.77041e+06 0 0
77 1.50632e+06 0 0
78 1.30964e+06 0 0
79 1.23064e+06 0 0
80 1.06223e+06 0 0
81 1.01696e+06 0 0
82 934465 0 0
83 596880 0 0
84 489735 0 0
85 486270 0 0
86 392184 0 0
87 297166 0 0
88 237725 0 0
89 191644 0 0
90 162771 0 0
91 143836 0 0
92 131417 0 0
93 120573 0 0
94 107077 0 0
95 99175 0 0
96 92595 0 0
97 86945 0 0
98 81178 0 0
99 77138 0 0
100 71861 0 0
101 69520 0 0
102 65776 0 0
103 64312 0 0
104 62284 0 0
105 61121 0 0
106 59753 0 0
107 59259 0 0
108 56333 0 0
109 54089 0 0
110 51486 0 0
111 48063 0 0
112 45204 0 0
113 43744 0 0
114 41041 0 0
115 39935 0 0
116 38157 0 0
117 36869 0 0
118 35102 0 0
119 34082 0 0
120 32512 0 0
121 31472 0 0
122 30481 0 0
123 29274 0 0
124 28493 0 0
125 27520 0 0
126 26454 0 0
127 25715 0 0
128 24912 0 0
129 24536 0 0
130 23791 0 0
131 23306 0 0
132 22425 0 0
133 21890 0 0
134 21424 0 0
135 20646 0 0
136 20348 0 0
137 19911 0 0
138 19445 0 0
139 18530 0 0
140 18469 0 0
141 17659 0 0
142 17164 0 0
143 16619 0 0
144 16706 0 0
145 15981 0 0
146 16083 0 0
147 15638 0 0
148 15141 0 0
149 15123 0 0
150 14693 0 0
151 14557 0 0
152 14489 0 0
153 13948 0 0
154 13811 0 0
155 13533 0 0
156 13458 0 0
157 13175 0 0
158 13296 0 0
159 12956 0 0
160 13004 0 0
161 12810 0 0
162 12818 0 0
163 12743 0 0
164 12290 0 0
165 12156 0 0
166 11824 0 0
167 11880 0 0
168 11799 0 0
169 11620 0 0
170 11306 0 0
171 10917 0 0
172 10765 0 0
173 10920 0 0
174 10630 0 0
175 10447 0 0
176 10335 0 0
177 9921 0 0
178 10024 0 0
179 9876 0 0
180 9820 0 0
181 9773 0 0
182 9410 0 0
183 9342 0 0
184 9302 0 0
185 9189 0 0
186 8947 0 0
187 9039 0 0
188 8936 0 0
189 8709 0 0
190 8745 0 0
191 8461 0 0
192 8528 0 0
193 8371 0 0
194 8433 0 0
195 8478 0 0
196 8197 0 0
197 8269 0 0
198 8041 0 0
