#P I Flux Inorm
0 16144 0 0
1 16563 0 0
2 16892 0 0
3 17241 0 0
4 17688 0 0
5 18148 0 0
6 18583 0 0
7 19200 0 0
8 19699 0 0
9 20390 0 0
10 21474 0 0
11 22320 0 0
12 23233 0 0
13 24549 0 0
14 25724 0 0
15 26890 0 0
16 27492 0 0
17 28518 0 0
18 29551 0 0
19 31090 0 0
20 32632 0 0
21 36866 0 0
22 39277 0 0
23 44436 0 0
24 47446 0 0
25 52423 0 0
26 58058 0 0
27 65759 0 0
28 72219 0 0
29 75663 0 0
30 82171 0 0
31 79279 0 0
32 82980 0 0
33 79714 0 0
34 81148 0 0
35 70380 0 0
36 68254 0 0
37 65670 0 0
38 64568 0 0
39 63136 0 0
40 63086 0 0
41 63894 0 0
42 66086 0 0
43 69640 0 0
44 74538 0 0
45 76790 0 0
46 74989 0 0
47 81665 0 0
48 93333 0 0
49 106724 0 0
50 128256 0 0
51 149838 0 0
52 179422 0 0
53 207692 0 0
54 254373 0 0
55 297412 0 0
56 338654 0 0
57 353169 0 0
58 372442 0 0
59 391110 0 0
60 407012 0 0
61 400538 0 0
62 393831 0 0
63 413331 0 0
64 467821 0 0
65 575243 0 0
66 692524 0 0
67 979601 0 0
68 1.28794e+06 0 0
69 1.37628e+06 0 0
70 1.42456e+06 0 0
71 1.33082e+06 0 0
72 1.37322e+06 0 0
73 1.64958e+06 0 0
74 1.93209e+06 0 0
75 2.08897e+06 0 0
76 2.05027e+06 0 0
77 1.56318e+06 0 0
78 1.17851e+06 0 0
79 1.0065e+06 0 0
80 671968 0 0
81 494671 0 0
82 383287 0 0
83 303817 0 0
84 231674 0 0
85 186165 0 0
86 155261 0 0
87 141935 0 0
88 131783 0 0
89 128380 0 0
90 130483 0 0
91 133658 0 0
92 147232 0 0
93 161856 0 0
94 152990 0 0
95 145463 0 0
96 137835 0 0
97 124841 0 0
98 108613 0 0
99 95055 0 0
100 80124 0 0
101 71594 0 0
102 65287 0 0
103 61398 0 0
104 59811 0 0
105 58036 0 0
106 55288 0 0
107 53255 0 0
108 49999 0 0
109 47285 0 0
110 42299 0 0
111 40195 0 0
112 36581 0 0
113 35431 0 0
114 33013 0 0
115 30898 0 0
116 29543 0 0
117 28049 0 0
118 27766 0 0
119 26258 0 0
120 26337 0 0
121 24794 0 0
122 24812 0 0
123 23713 0 0
124 23679 0 0
125 22516 0 0
126 22869 0 0
127 21385 0 0
128 21243 0 0
129 20717 0 0
130 20427 0 0
131 20135 0 0
132 19206 0 0
133 19372 0 0
134 18571 0 0
135 18664 0 0
136 17521 0 0
137 17651 0 0
138 16721 0 0
139 16932 0 0
140 16451 0 0
141 16025 0 0
142 15381 0 0
143 15271 0 0
144 14872 0 0
145 14280 0 0
146 14259 0 0
147 13665 0 0
148 13569 0 0
149 12999 0 0
150 13156 0 0
151 12468 0 0
152 12400 0 0
153 11995 0 0
154 11938 0 0
155 11468 0 0
156 11600 0 0
157 11381 0 0
158 11020 0 0
159 10883 0 0
160 10506 0 0
161 10611 0 0
162 10106 0 0
163 10148 0 0
164 9799 0 0
165 9820 0 0
166 9558 0 0
167 9537 0 0
168 9214 0 0
169 9122 0 0
170 8716 0 0
171 8589 0 0
172 8468 0 0
173 8002 0 0
174 8129 0 0
175 7668 0 0
176 7732 0 0
177 7365 0 0
178 7543 0 0
179 7349 0 0
180 7185 0 0
181 6894 0 0
182 6786 0 0
183 6735 0 0
184 6534 0 0
185 6361 0 0
186 6302 0 0
187 6200 0 0
188 5949 0 0
189 5945 0 0
190 5758 0 0
191 5882 0 0
192 5618 0 0
193 5605 0 0
194 5607 0 0
195 5453 0 0
196 5341 0 0
197 5244 0 0
198 5300 0 0
199 5199 0 0
200 5141 0 0
201 5065 0 0
202 5056 0 0
203 4966 0 0
204 5114 0 0
205 4687 0 0
206 4840 0 0
207 4656 0 0
208 4606 0 0
209 4547 0 0
210 4549 0 0
211 4490 0 0
212 4441 0 0
213 4490 0 0
214 4266 0 0
215 4254 0 0
216 4094 0 0
217 4194 0 0
218 4117 0 0
