#P I Flux Inorm
0 15477 0 0
1 16468 0 0
2 17292 0 0
3 18474 0 0
4 19730 0 0
5 20952 0 0
6 21735 0 0
7 22256 0 0
8 22042 0 0
9 21004 0 0
10 20211 0 0
11 19468 0 0
12 18947 0 0
13 19285 0 0
14 19204 0 0
15 20222 0 0
16 20673 0 0
17 21376 0 0
18 22008 0 0
19 23850 0 0
20 25172 0 0
21 25893 0 0
22 26625 0 0
23 28092 0 0
24 29345 0 0
25 30869 0 0
26 32081 0 0
27 34739 0 0
28 37724 0 0
29 43633 0 0
30 48154 0 0
31 58476 0 0
32 69663 0 0
33 77121 0 0
34 85852 0 0
35 89160 0 0
36 102422 0 0
37 98030 0 0
38 96081 0 0
39 93002 0 0
40 99564 0 0
41 100386 0 0
42 107188 0 0
43 109975 0 0
44 109282 0 0
45 109898 0 0
46 104667 0 0
47 104855 0 0
48 121712 0 0
49 147483 0 0
50 156362 0 0
51 162178 0 0
52 177568 0 0
53 207063 0 0
54 237318 0 0
55 280035 0 0
56 327315 0 0
57 383157 0 0
58 421282 0 0
59 463171 0 0
60 545146 0 0
61 639198 0 0
62 731609 0 0
63 780752 0 0
64 830182 0 0
65 978453 0 0
66 989503 0 0
67 987498 0 0
68 1.02894e+06 0 0
69 1.08429e+06 0 0
70 1.13583e+06 0 0
71 1.26752e+06 0 0
72 1.32572e+06 0 0
73 1.38474e+06 0 0
74 1.44206e+06 0 0
75 1.49478e+06 0 0
76 1.43068e+06 0 0
77 1.1843e+06 0 0
78 1.13029e+06 0 0
79 1.03801e+06 0 0
80 1.11791e+06 0 0
81 943872 0 0
82 759057 0 0
83 734060 0 0
84 783099 0 0
85 766307 0 0
86 696077 0 0
87 529518 0 0
88 426755 0 0
89 382402 0 0
90 332407 0 0
91 240516 0 0
92 187555 0 0
93 156127 0 0
94 136097 0 0
95 126803 0 0
96 115743 0 0
97 108214 0 0
98 100865 0 0
99 96454 0 0
100 91364 0 0
101 87075 0 0
102 80078 0 0
103 75806 0 0
104 71909 0 0
105 68630 0 0
106 67202 0 0
107 64302 0 0
108 63116 0 0
109 59629 0 0
110 57850 0 0
111 56505 0 0
112 55115 0 0
113 51977 0 0
114 50551 0 0
115 47107 0 0
116 45016 0 0
117 42282 0 0
118 40188 0 0
119 37733 0 0
120 37318 0 0
121 35548 0 0
122 34368 0 0
123 33604 0 0
124 32110 0 0
125 31071 0 0
126 30059 0 0
127 29338 0 0
128 28273 0 0
129 27995 0 0
130 27050 0 0
131 27119 0 0
132 26098 0 0
133 25820 0 0
134 25098 0 0
135 25072 0 0
136 24717 0 0
137 24581 0 0
138 24858 0 0
139 24368 0 0
140 24792 0 0
141 24558 0 0
142 24659 0 0
143 23478 0 0
144 22676 0 0
145 20829 0 0
146 19661 0 0
147 18353 0 0
148 18169 0 0
149 16861 0 0
150 16958 0 0
151 16108 0 0
152 15899 0 0
153 15402 0 0
154 14843 0 0
155 14847 0 0
156 14115 0 0
157 14209 0 0
158 13685 0 0
159 13646 0 0
160 13126 0 0
161 13082 0 0
162 12495 0 0
163 12670 0 0
164 12308 0 0
165 12264 0 0
166 11917 0 0
167 11481 0 0
168 11471 0 0
169 11238 0 0
