#P I Flux Inorm
0 15410 0 0
1 15467 0 0
2 16082 0 0
3 16317 0 0
4 16699 0 0
5 16959 0 0
6 17580 0 0
7 18284 0 0
8 18573 0 0
9 18949 0 0
10 19466 0 0
11 19970 0 0
12 20133 0 0
13 21162 0 0
14 21549 0 0
15 22645 0 0
16 23119 0 0
17 24580 0 0
18 25111 0 0
19 26643 0 0
20 27351 0 0
21 28061 0 0
22 29186 0 0
23 29562 0 0
24 30125 0 0
25 31039 0 0
26 32240 0 0
27 33453 0 0
28 34730 0 0
29 35776 0 0
30 37859 0 0
31 40725 0 0
32 45151 0 0
33 53047 0 0
34 56981 0 0
35 60164 0 0
36 61064 0 0
37 65200 0 0
38 72245 0 0
39 84268 0 0
40 102705 0 0
41 105656 0 0
42 113626 0 0
43 119524 0 0
44 127524 0 0
45 125335 0 0
46 131177 0 0
47 126998 0 0
48 143683 0 0
49 158997 0 0
50 171883 0 0
51 172286 0 0
52 190827 0 0
53 215841 0 0
54 263826 0 0
55 299196 0 0
56 337843 0 0
57 352339 0 0
58 407230 0 0
59 466801 0 0
60 532227 0 0
61 655318 0 0
62 706771 0 0
63 808086 0 0
64 917761 0 0
65 1.07085e+06 0 0
66 1.09372e+06 0 0
67 1.11705e+06 0 0
68 1.1899e+06 0 0
69 1.35765e+06 0 0
70 1.44107e+06 0 0
71 1.44056e+06 0 0
72 1.40598e+06 0 0
73 1.24218e+06 0 0
74 1.13272e+06 0 0
75 1.11636e+06 0 0
76 1.03067e+06 0 0
77 961605 0 0
78 970337 0 0
79 1.00974e+06 0 0
80 1.05497e+06 0 0
81 1.01033e+06 0 0
82 904510 0 0
83 834510 0 0
84 850740 0 0
85 645277 0 0
86 498515 0 0
87 476121 0 0
88 483594 0 0
89 402117 0 0
90 301123 0 0
91 237491 0 0
92 200744 0 0
93 175759 0 0
94 155209 0 0
95 139478 0 0
96 127532 0 0
97 114799 0 0
98 107556 0 0
99 97298 0 0
100 91572 0 0
101 82901 0 0
102 79936 0 0
103 74465 0 0
104 72289 0 0
105 68662 0 0
106 67385 0 0
107 65462 0 0
108 64094 0 0
109 63239 0 0
110 62086 0 0
111 61282 0 0
112 59579 0 0
113 58925 0 0
114 56182 0 0
115 54992 0 0
116 51147 0 0
117 50321 0 0
118 47027 0 0
119 47004 0 0
120 43465 0 0
121 43696 0 0
