#P I Flux Inorm
0 13358 0 0
1 13868 0 0
2 14019 0 0
3 14356 0 0
4 14971 0 0
5 15434 0 0
6 15603 0 0
7 16074 0 0
8 16215 0 0
9 16892 0 0
10 17163 0 0
11 18198 0 0
12 18274 0 0
13 18722 0 0
14 19161 0 0
15 19827 0 0
16 20187 0 0
17 20848 0 0
18 21795 0 0
19 22734 0 0
20 23600 0 0
21 25118 0 0
22 25878 0 0
23 26540 0 0
24 27156 0 0
25 28209 0 0
26 29086 0 0
27 30146 0 0
28 31502 0 0
29 32511 0 0
30 35092 0 0
31 37291 0 0
32 39979 0 0
33 45399 0 0
34 49765 0 0
35 55818 0 0
36 61349 0 0
37 66539 0 0
38 71982 0 0
39 78385 0 0
40 85531 0 0
41 88655 0 0
42 101354 0 0
43 100876 0 0
44 108857 0 0
45 109870 0 0
46 115312 0 0
47 110124 0 0
48 117627 0 0
49 132927 0 0
50 148089 0 0
51 157305 0 0
52 164849 0 0
53 175524 0 0
54 200247 0 0
55 235778 0 0
56 277157 0 0
57 312647 0 0
58 331344 0 0
59 378183 0 0
60 417453 0 0
61 470873 0 0
62 582306 0 0
63 697741 0 0
64 769628 0 0
65 851929 0 0
66 1.02546e+06 0 0
67 1.14481e+06 0 0
68 1.13167e+06 0 0
69 1.17244e+06 0 0
70 1.37781e+06 0 0
71 1.44997e+06 0 0
72 1.52606e+06 0 0
73 1.55617e+06 0 0
74 1.45313e+06 0 0
75 1.41744e+06 0 0
76 1.26047e+06 0 0
77 1.1317e+06 0 0
78 1.05717e+06 0 0
79 1.06901e+06 0 0
80 1.02504e+06 0 0
81 908802 0 0
82 856123 0 0
83 880645 0 0
84 835578 0 0
85 609023 0 0
86 480788 0 0
87 449771 0 0
88 430822 0 0
89 336832 0 0
90 253697 0 0
91 209981 0 0
92 177643 0 0
93 160637 0 0
94 146458 0 0
95 134635 0 0
96 121747 0 0
97 112945 0 0
98 105958 0 0
99 98796 0 0
100 93928 0 0
101 86742 0 0
102 84388 0 0
103 78529 0 0
104 78248 0 0
105 73176 0 0
106 75114 0 0
107 69898 0 0
108 72814 0 0
109 68968 0 0
110 71054 0 0
111 65996 0 0
112 66587 0 0
113 60357 0 0
114 58810 0 0
115 54077 0 0
116 52338 0 0
117 49595 0 0
118 47406 0 0
119 45637 0 0
120 42802 0 0
121 43215 0 0
122 40240 0 0
123 40619 0 0
124 37093 0 0
125 37530 0 0
126 34610 0 0
127 35446 0 0
128 32451 0 0
129 33231 0 0
130 30661 0 0
131 31238 0 0
132 29397 0 0
133 28802 0 0
134 27951 0 0
135 27349 0 0
136 26461 0 0
137 25786 0 0
138 25082 0 0
139 24144 0 0
