#P I Flux Inorm
0 13563 0 0
1 13626 0 0
2 14316 0 0
3 14206 0 0
4 14892 0 0
5 14923 0 0
6 15704 0 0
7 15796 0 0
8 16651 0 0
9 16528 0 0
10 17393 0 0
11 17188 0 0
12 17984 0 0
13 18546 0 0
14 18890 0 0
15 19363 0 0
16 20052 0 0
17 20573 0 0
18 21367 0 0
19 21828 0 0
20 22917 0 0
21 24007 0 0
22 24755 0 0
23 25720 0 0
24 27110 0 0
25 28258 0 0
26 28317 0 0
27 29785 0 0
28 29949 0 0
29 31035 0 0
30 31834 0 0
31 32934 0 0
32 34948 0 0
33 36553 0 0
34 38473 0 0
35 41579 0 0
36 45838 0 0
37 49764 0 0
38 56578 0 0
39 61814 0 0
40 67213 0 0
41 69076 0 0
42 74850 0 0
43 84278 0 0
44 92692 0 0
45 107460 0 0
46 115190 0 0
47 116151 0 0
48 122405 0 0
49 133127 0 0
50 139153 0 0
51 150224 0 0
52 154185 0 0
53 161318 0 0
54 173672 0 0
55 188943 0 0
56 205617 0 0
57 251068 0 0
58 289007 0 0
59 329722 0 0
60 346943 0 0
61 387765 0 0
62 435603 0 0
63 493732 0 0
64 619576 0 0
65 758759 0 0
66 831572 0 0
67 907738 0 0
68 1.09769e+06 0 0
69 1.30547e+06 0 0
70 1.32326e+06 0 0
71 1.48017e+06 0 0
72 1.66999e+06 0 0
73 1.73698e+06 0 0
74 1.62269e+06 0 0
75 1.51244e+06 0 0
76 1.38477e+06 0 0
77 1.26138e+06 0 0
78 1.13568e+06 0 0
79 1.11954e+06 0 0
80 1.04892e+06 0 0
81 951908 0 0
82 1.0041e+06 0 0
83 711992 0 0
84 517111 0 0
85 530459 0 0
86 484406 0 0
87 373941 0 0
88 290252 0 0
89 237357 0 0
90 198729 0 0
91 172790 0 0
92 156630 0 0
93 142949 0 0
94 127448 0 0
95 117809 0 0
96 108806 0 0
97 99143 0 0
98 93155 0 0
99 86171 0 0
100 82830 0 0
101 78420 0 0
102 76124 0 0
103 72153 0 0
104 72539 0 0
105 69319 0 0
106 69905 0 0
107 67853 0 0
108 67785 0 0
109 64783 0 0
110 65010 0 0
111 60218 0 0
112 58972 0 0
113 54489 0 0
114 53169 0 0
115 49691 0 0
116 49759 0 0
117 46630 0 0
118 45563 0 0
119 42703 0 0
120 41954 0 0
121 40096 0 0
122 39117 0 0
123 37540 0 0
124 36101 0 0
125 34994 0 0
126 33785 0 0
127 33117 0 0
128 31796 0 0
129 31205 0 0
130 29711 0 0
131 29170 0 0
132 27931 0 0
133 27657 0 0
134 26654 0 0
135 26497 0 0
136 25385 0 0
137 25198 0 0
138 23945 0 0
139 24489 0 0
140 23006 0 0
141 23031 0 0
142 21586 0 0
143 21465 0 0
144 20684 0 0
145 20575 0 0
146 19695 0 0
147 19824 0 0
148 19252 0 0
149 19029 0 0
150 18872 0 0
151 18520 0 0
152 18299 0 0
153 17929 0 0
154 17850 0 0
155 17440 0 0
156 17340 0 0
157 16674 0 0
158 17345 0 0
159 16886 0 0
160 17038 0 0
161 16617 0 0
162 17119 0 0
163 16442 0 0
164 16727 0 0
165 16108 0 0
166 16508 0 0
167 15892 0 0
168 16148 0 0
169 15514 0 0
170 15348 0 0
171 15106 0 0
172 14996 0 0
173 14785 0 0
174 14544 0 0
175 14065 0 0
176 13825 0 0
177 13853 0 0
178 13448 0 0
179 13599 0 0
180 13250 0 0
181 13223 0 0
182 12730 0 0
183 12828 0 0
184 12660 0 0
185 12735 0 0
186 12399 0 0
187 12315 0 0
188 11979 0 0
189 12095 0 0
190 11709 0 0
191 12165 0 0
192 11598 0 0
193 11568 0 0
194 11525 0 0
195 11321 0 0
196 11028 0 0
197 11295 0 0
198 11062 0 0
199 10931 0 0
200 10820 0 0
201 10641 0 0
202 10349 0 0
203 10126 0 0
204 9960 0 0
205 9921 0 0
206 9476 0 0
207 9517 0 0
208 9266 0 0
209 9098 0 0
210 9056 0 0
211 8732 0 0
212 8888 0 0
213 8694 0 0
214 8403 0 0
215 8310 0 0
216 8367 0 0
217 7964 0 0
218 7936 0 0
219 7812 0 0
220 7723 0 0
221 7484 0 0
222 7433 0 0
223 7219 0 0
224 7003 0 0
225 6874 0 0
226 7038 0 0
227 6718 0 0
228 6598 0 0
229 6488 0 0
230 6338 0 0
231 6428 0 0
232 6285 0 0
233 6297 0 0
234 6223 0 0
235 6245 0 0
236 5870 0 0
237 5827 0 0
238 5810 0 0
239 5792 0 0
240 5682 0 0
241 5638 0 0
242 5591 0 0
243 5729 0 0
244 5506 0 0
245 5512 0 0
246 5571 0 0
247 5382 0 0
248 5405 0 0
249 5283 0 0
250 5187 0 0
251 5033 0 0
252 5076 0 0
253 4973 0 0
254 4958 0 0
255 4973 0 0
256 4837 0 0
257 4794 0 0
258 4840 0 0
259 4645 0 0
260 4584 0 0
261 4599 0 0
262 4504 0 0
263 4531 0 0
264 4347 0 0
265 4418 0 0
266 4380 0 0
267 4242 0 0
268 4220 0 0
269 4215 0 0
270 4117 0 0
271 4194 0 0
272 4170 0 0
273 4020 0 0
274 4118 0 0
275 3902 0 0
276 4026 0 0
277 3975 0 0
278 4012 0 0
279 3936 0 0
280 3878 0 0
281 3776 0 0
282 3823 0 0
283 3838 0 0
284 3782 0 0
285 3757 0 0
286 3664 0 0
287 3678 0 0
288 3599 0 0
289 3499 0 0
290 3552 0 0
291 3503 0 0
292 3536 0 0
293 3546 0 0
294 3476 0 0
295 3516 0 0
296 3463 0 0
297 3488 0 0
298 3365 0 0
299 3434 0 0
300 3472 0 0
301 3383 0 0
302 3284 0 0
303 3429 0 0
304 3333 0 0
305 3291 0 0
306 3321 0 0
307 3183 0 0
308 3276 0 0
309 3271 0 0
310 3139 0 0
311 3222 0 0
312 3165 0 0
313 3141 0 0
314 3181 0 0
315 3134 0 0
316 3202 0 0
317 3122 0 0
318 3094 0 0
319 3080 0 0
320 3058 0 0
321 3005 0 0
322 3154 0 0
323 3006 0 0
324 3094 0 0
325 2941 0 0
326 3018 0 0
327 3028 0 0
328 2869 0 0
329 2953 0 0
330 2922 0 0
331 2922 0 0
332 2884 0 0
333 2835 0 0
334 2848 0 0
335 2720 0 0
336 2704 0 0
337 2830 0 0
338 2743 0 0
339 2750 0 0
340 2723 0 0
341 2684 0 0
342 2658 0 0
343 2632 0 0
344 2545 0 0
345 2648 0 0
346 2535 0 0
347 2617 0 0
348 2601 0 0
349 2595 0 0
350 2509 0 0
351 2598 0 0
352 2601 0 0
353 2579 0 0
354 2551 0 0
355 2520 0 0
356 2493 0 0
357 2519 0 0
358 2633 0 0
359 2593 0 0
360 2470 0 0
361 2501 0 0
362 2486 0 0
363 2389 0 0
364 2362 0 0
365 2383 0 0
366 2396 0 0
367 2429 0 0
368 2407 0 0
369 2382 0 0
370 2360 0 0
371 2404 0 0
372 2333 0 0
373 2360 0 0
374 2199 0 0
375 2367 0 0
376 2352 0 0
377 2370 0 0
378 2322 0 0
379 2259 0 0
380 2293 0 0
381 2269 0 0
382 2325 0 0
383 2339 0 0
384 2395 0 0
385 2223 0 0
386 2280 0 0
387 2274 0 0
388 2164 0 0
389 2123 0 0
390 2185 0 0
391 2263 0 0
392 2176 0 0
393 2148 0 0
394 2130 0 0
395 2064 0 0
396 2124 0 0
397 2081 0 0
398 2107 0 0
399 2074 0 0
400 2030 0 0
401 2102 0 0
402 2091 0 0
403 2159 0 0
404 2044 0 0
405 2019 0 0
406 2132 0 0
407 2097 0 0
408 2092 0 0
409 2013 0 0
410 1985 0 0
411 1953 0 0
412 1990 0 0
413 2002 0 0
414 2006 0 0
415 2028 0 0
416 1985 0 0
417 1933 0 0
418 1978 0 0
419 1987 0 0
420 1897 0 0
421 1953 0 0
422 1932 0 0
423 1986 0 0
424 1910 0 0
425 1942 0 0
426 1848 0 0
427 1911 0 0
428 1838 0 0
429 1846 0 0
430 1857 0 0
431 1826 0 0
432 1939 0 0
433 1886 0 0
434 1905 0 0
435 1859 0 0
436 1924 0 0
437 1843 0 0
438 1859 0 0
439 1867 0 0
440 1772 0 0
441 1903 0 0
442 1841 0 0
443 1838 0 0
444 1850 0 0
445 1846 0 0
446 1730 0 0
447 1833 0 0
448 1809 0 0
449 1750 0 0
450 1842 0 0
451 1756 0 0
452 1779 0 0
453 1766 0 0
454 1834 0 0
455 1805 0 0
456 1806 0 0
457 1797 0 0
458 1744 0 0
459 1722 0 0
460 1801 0 0
461 1765 0 0
462 1688 0 0
463 1737 0 0
464 1799 0 0
465 1738 0 0
466 1671 0 0
467 1684 0 0
468 1708 0 0
469 1708 0 0
470 1625 0 0
471 1692 0 0
472 1634 0 0
473 1614 0 0
474 1593 0 0
475 1694 0 0
476 1668 0 0
477 1670 0 0
478 1644 0 0
479 1680 0 0
480 1648 0 0
481 1551 0 0
482 1702 0 0
483 1658 0 0
484 1673 0 0
485 1584 0 0
486 1638 0 0
487 1660 0 0
488 1659 0 0
489 1631 0 0
490 1591 0 0
491 1605 0 0
492 1630 0 0
493 1590 0 0
494 1583 0 0
495 1686 0 0
496 1631 0 0
497 1573 0 0
498 1596 0 0
499 1614 0 0
500 1661 0 0
501 1643 0 0
