#P I Flux Inorm
0 13821 0 0
1 13931 0 0
2 14390 0 0
3 14892 0 0
4 15191 0 0
5 15508 0 0
6 15584 0 0
7 16175 0 0
8 16414 0 0
9 17194 0 0
10 17324 0 0
11 18141 0 0
12 18256 0 0
13 18916 0 0
14 19459 0 0
15 19994 0 0
16 20804 0 0
17 21628 0 0
18 22495 0 0
19 23408 0 0
20 24568 0 0
21 25494 0 0
22 26249 0 0
23 26813 0 0
24 27609 0 0
25 28523 0 0
26 29343 0 0
27 30410 0 0
28 32469 0 0
29 33481 0 0
30 35980 0 0
31 38678 0 0
32 42284 0 0
33 47317 0 0
34 52035 0 0
35 57811 0 0
36 64177 0 0
37 67096 0 0
38 75160 0 0
39 79887 0 0
40 88621 0 0
41 93618 0 0
42 104776 0 0
43 103086 0 0
44 112098 0 0
45 111099 0 0
46 116477 0 0
47 112190 0 0
48 120030 0 0
49 137499 0 0
50 153103 0 0
51 161120 0 0
52 168689 0 0
53 183741 0 0
54 211205 0 0
55 252071 0 0
56 292749 0 0
57 325848 0 0
58 345103 0 0
59 399225 0 0
60 431596 0 0
61 506211 0 0
62 631403 0 0
63 718902 0 0
64 794923 0 0
65 896868 0 0
66 1.08288e+06 0 0
67 1.12845e+06 0 0
68 1.10172e+06 0 0
69 1.1999e+06 0 0
70 1.38463e+06 0 0
71 1.43801e+06 0 0
72 1.51143e+06 0 0
73 1.51424e+06 0 0
74 1.41011e+06 0 0
75 1.36729e+06 0 0
76 1.21624e+06 0 0
77 1.09292e+06 0 0
78 1.04951e+06 0 0
79 1.05609e+06 0 0
80 1.03107e+06 0 0
81 929977 0 0
82 838830 0 0
83 874642 0 0
84 836173 0 0
85 662028 0 0
86 493106 0 0
87 449168 0 0
88 443309 0 0
89 362162 0 0
90 269973 0 0
91 219191 0 0
92 185184 0 0
93 165539 0 0
94 150112 0 0
95 138228 0 0
96 125207 0 0
97 114873 0 0
98 107168 0 0
99 99536 0 0
100 93945 0 0
101 86652 0 0
102 85003 0 0
103 79018 0 0
104 77643 0 0
105 73437 0 0
106 74040 0 0
107 69979 0 0
108 71494 0 0
109 69352 0 0
110 70568 0 0
111 66983 0 0
112 66320 0 0
113 62560 0 0
114 59272 0 0
115 55468 0 0
116 52096 0 0
117 50560 0 0
118 47624 0 0
119 46671 0 0
120 43044 0 0
121 43877 0 0
122 40688 0 0
123 41724 0 0
124 37620 0 0
125 37871 0 0
126 34930 0 0
127 36001 0 0
128 33244 0 0
129 33129 0 0
130 31818 0 0
131 31174 0 0
132 29902 0 0
133 29000 0 0
134 28473 0 0
135 27040 0 0
136 27001 0 0
137 25352 0 0
138 25674 0 0
139 24284 0 0
140 24838 0 0
141 23004 0 0
142 23022 0 0
143 21749 0 0
144 21742 0 0
145 20754 0 0
146 20724 0 0
147 19865 0 0
148 19763 0 0
149 18946 0 0
150 18875 0 0
151 18829 0 0
152 18494 0 0
153 18227 0 0
154 17874 0 0
155 17853 0 0
156 17016 0 0
157 17128 0 0
158 16791 0 0
159 17297 0 0
160 16540 0 0
161 16978 0 0
162 16342 0 0
163 16904 0 0
164 16279 0 0
165 16110 0 0
166 15683 0 0
167 15811 0 0
168 15446 0 0
169 15519 0 0
170 15409 0 0
171 14976 0 0
172 14843 0 0
173 14510 0 0
174 14261 0 0
175 14090 0 0
176 14130 0 0
177 13323 0 0
178 13227 0 0
179 13196 0 0
180 13229 0 0
181 12948 0 0
182 12909 0 0
183 12535 0 0
184 12638 0 0
185 12166 0 0
186 12302 0 0
187 12139 0 0
188 11864 0 0
189 11755 0 0
190 11912 0 0
191 11657 0 0
192 11477 0 0
193 11252 0 0
194 11366 0 0
195 11289 0 0
196 11056 0 0
197 11019 0 0
198 10803 0 0
199 10747 0 0
200 10407 0 0
201 10652 0 0
202 10231 0 0
203 10297 0 0
204 10027 0 0
205 9900 0 0
206 9605 0 0
207 9586 0 0
208 9331 0 0
209 9334 0 0
210 9143 0 0
211 9027 0 0
212 8781 0 0
213 8704 0 0
214 8844 0 0
215 8467 0 0
216 8577 0 0
217 8201 0 0
218 8315 0 0
219 7734 0 0
220 8120 0 0
221 7676 0 0
222 7939 0 0
223 7311 0 0
224 7499 0 0
225 6996 0 0
226 7069 0 0
227 6794 0 0
228 6825 0 0
229 6787 0 0
230 6610 0 0
231 6682 0 0
232 6420 0 0
233 6466 0 0
234 6402 0 0
235 6392 0 0
236 6089 0 0
237 6333 0 0
238 6092 0 0
239 6148 0 0
240 5798 0 0
241 5892 0 0
242 5624 0 0
243 5773 0 0
244 5769 0 0
245 5858 0 0
246 5644 0 0
247 5533 0 0
248 5553 0 0
249 5478 0 0
250 5390 0 0
251 5254 0 0
252 5305 0 0
253 5168 0 0
254 5223 0 0
255 5120 0 0
256 5263 0 0
257 5177 0 0
258 5107 0 0
259 5012 0 0
260 5083 0 0
261 4987 0 0
262 4931 0 0
263 4657 0 0
264 4678 0 0
265 4662 0 0
266 4589 0 0
267 4607 0 0
268 4376 0 0
269 4542 0 0
270 4371 0 0
271 4438 0 0
272 4428 0 0
273 4443 0 0
274 4298 0 0
275 4329 0 0
276 4305 0 0
277 4267 0 0
278 4216 0 0
279 4228 0 0
280 4103 0 0
281 4115 0 0
282 3956 0 0
283 4005 0 0
284 4049 0 0
285 3900 0 0
286 3886 0 0
287 3845 0 0
288 3843 0 0
289 3854 0 0
290 3850 0 0
291 3777 0 0
292 3847 0 0
293 3764 0 0
294 3676 0 0
295 3776 0 0
296 3725 0 0
297 3654 0 0
298 3829 0 0
299 3672 0 0
300 3702 0 0
301 3596 0 0
302 3658 0 0
303 3473 0 0
304 3609 0 0
305 3616 0 0
306 3594 0 0
307 3615 0 0
308 3547 0 0
309 3528 0 0
310 3530 0 0
311 3346 0 0
312 3501 0 0
313 3467 0 0
314 3308 0 0
315 3452 0 0
316 3367 0 0
317 3326 0 0
318 3447 0 0
319 3412 0 0
320 3317 0 0
321 3454 0 0
322 3327 0 0
323 3321 0 0
324 3445 0 0
325 3394 0 0
326 3318 0 0
327 3286 0 0
328 3323 0 0
329 3343 0 0
330 3312 0 0
331 3268 0 0
332 3257 0 0
333 3278 0 0
