#P I Flux Inorm
0 13892 0 0
1 14301 0 0
2 14906 0 0
3 15653 0 0
4 15732 0 0
5 16194 0 0
6 16329 0 0
7 16847 0 0
8 17466 0 0
9 17528 0 0
10 17991 0 0
11 18292 0 0
12 18587 0 0
13 19198 0 0
14 19080 0 0
15 19951 0 0
16 20688 0 0
17 21256 0 0
18 22354 0 0
19 23121 0 0
20 24270 0 0
21 24854 0 0
22 25520 0 0
23 26472 0 0
24 27409 0 0
25 28899 0 0
26 29520 0 0
27 30780 0 0
28 32661 0 0
29 35680 0 0
30 38774 0 0
31 43218 0 0
32 49485 0 0
33 54800 0 0
34 62902 0 0
35 66870 0 0
36 75293 0 0
37 80274 0 0
38 88037 0 0
39 84854 0 0
40 93439 0 0
41 93329 0 0
42 99846 0 0
43 100997 0 0
44 103534 0 0
45 105187 0 0
46 106235 0 0
47 103033 0 0
48 114980 0 0
49 139097 0 0
50 157423 0 0
51 160623 0 0
52 170884 0 0
53 196695 0 0
54 224453 0 0
55 264303 0 0
56 303699 0 0
57 345455 0 0
58 379252 0 0
59 422167 0 0
60 474178 0 0
61 582430 0 0
62 675933 0 0
63 755581 0 0
64 818533 0 0
65 988031 0 0
66 1.06669e+06 0 0
67 1.05888e+06 0 0
68 1.07043e+06 0 0
69 1.18227e+06 0 0
70 1.26731e+06 0 0
71 1.35337e+06 0 0
72 1.42069e+06 0 0
73 1.45936e+06 0 0
74 1.42959e+06 0 0
75 1.41252e+06 0 0
76 1.30304e+06 0 0
77 1.11666e+06 0 0
78 1.06144e+06 0 0
79 1.02832e+06 0 0
80 1.06192e+06 0 0
81 941693 0 0
82 801772 0 0
83 772927 0 0
84 820496 0 0
85 770627 0 0
86 657458 0 0
87 486550 0 0
88 420966 0 0
89 415686 0 0
90 345729 0 0
91 250088 0 0
92 202878 0 0
93 170483 0 0
94 151943 0 0
95 140235 0 0
96 129507 0 0
97 119595 0 0
98 110815 0 0
99 104524 0 0
100 98953 0 0
101 93692 0 0
102 85950 0 0
103 83129 0 0
104 78332 0 0
105 76308 0 0
106 72527 0 0
107 72490 0 0
108 69539 0 0
109 69695 0 0
110 67584 0 0
111 67323 0 0
112 64699 0 0
113 62746 0 0
114 59232 0 0
115 55681 0 0
116 53448 0 0
117 49825 0 0
118 47256 0 0
119 44419 0 0
120 43665 0 0
121 41409 0 0
122 41150 0 0
123 38998 0 0
124 38361 0 0
125 35623 0 0
126 35330 0 0
127 33638 0 0
128 33528 0 0
129 31618 0 0
130 31619 0 0
131 30635 0 0
132 29583 0 0
133 29138 0 0
134 27856 0 0
135 27607 0 0
136 26379 0 0
137 26499 0 0
138 25155 0 0
139 24974 0 0
140 23651 0 0
141 23778 0 0
142 22843 0 0
143 22696 0 0
144 21490 0 0
145 21284 0 0
146 20437 0 0
147 20058 0 0
148 19558 0 0
149 18677 0 0
150 18874 0 0
151 17989 0 0
152 18264 0 0
153 17246 0 0
154 17583 0 0
155 16863 0 0
156 16913 0 0
157 15967 0 0
158 16246 0 0
159 15951 0 0
160 15823 0 0
161 15271 0 0
162 15300 0 0
163 15255 0 0
164 14863 0 0
165 15169 0 0
166 14266 0 0
167 14394 0 0
168 13683 0 0
169 14164 0 0
170 13397 0 0
171 13773 0 0
172 13108 0 0
173 13246 0 0
174 12754 0 0
175 12635 0 0
176 12394 0 0
177 12113 0 0
178 11953 0 0
179 11815 0 0
180 11679 0 0
181 11616 0 0
182 11665 0 0
183 11112 0 0
184 11359 0 0
185 10958 0 0
186 11205 0 0
187 10805 0 0
188 10682 0 0
189 10517 0 0
190 10625 0 0
191 10229 0 0
192 10108 0 0
193 9934 0 0
194 9907 0 0
195 9947 0 0
196 9991 0 0
197 9726 0 0
198 9588 0 0
199 9611 0 0
200 9236 0 0
201 9479 0 0
202 9273 0 0
203 9357 0 0
204 8941 0 0
205 8942 0 0
206 8640 0 0
207 8713 0 0
208 8574 0 0
209 8399 0 0
210 8482 0 0
211 8320 0 0
212 8129 0 0
213 8021 0 0
214 7925 0 0
215 7869 0 0
216 7637 0 0
217 7627 0 0
218 7431 0 0
219 7365 0 0
220 7351 0 0
221 7240 0 0
222 7189 0 0
223 7143 0 0
224 7171 0 0
225 6752 0 0
226 6689 0 0
227 6734 0 0
228 6509 0 0
229 6379 0 0
230 6455 0 0
231 6230 0 0
232 6272 0 0
233 6127 0 0
234 6102 0 0
235 6080 0 0
236 5958 0 0
237 5940 0 0
238 5867 0 0
239 5837 0 0
240 5668 0 0
241 5842 0 0
242 5493 0 0
243 5771 0 0
244 5520 0 0
245 5628 0 0
246 5400 0 0
247 5587 0 0
248 5431 0 0
249 5383 0 0
250 5365 0 0
251 5103 0 0
252 5216 0 0
253 5041 0 0
254 5038 0 0
255 5033 0 0
256 5006 0 0
257 4909 0 0
258 5083 0 0
259 4996 0 0
260 4906 0 0
261 4884 0 0
262 4775 0 0
263 4619 0 0
264 4679 0 0
265 4593 0 0
266 4623 0 0
267 4532 0 0
268 4492 0 0
269 4647 0 0
270 4512 0 0
271 4412 0 0
272 4381 0 0
273 4433 0 0
274 4246 0 0
275 4276 0 0
276 4269 0 0
277 4197 0 0
278 4309 0 0
279 4230 0 0
280 4254 0 0
281 4159 0 0
282 4156 0 0
283 4111 0 0
284 4112 0 0
285 4157 0 0
286 4015 0 0
287 3995 0 0
288 4050 0 0
289 3857 0 0
290 3948 0 0
291 3895 0 0
292 3844 0 0
293 3722 0 0
294 3785 0 0
295 3898 0 0
296 3777 0 0
297 3803 0 0
298 3746 0 0
299 3827 0 0
300 3731 0 0
301 3743 0 0
302 3727 0 0
303 3779 0 0
304 3554 0 0
305 3701 0 0
306 3641 0 0
307 3654 0 0
308 3568 0 0
309 3681 0 0
310 3718 0 0
311 3660 0 0
312 3632 0 0
313 3567 0 0
314 3567 0 0
315 3425 0 0
316 3576 0 0
317 3557 0 0
318 3514 0 0
319 3474 0 0
320 3549 0 0
321 3485 0 0
322 3495 0 0
323 3457 0 0
324 3568 0 0
325 3343 0 0
326 3466 0 0
327 3543 0 0
328 3482 0 0
329 3284 0 0
330 3464 0 0
331 3387 0 0
332 3439 0 0
333 3516 0 0
334 3369 0 0
335 3468 0 0
336 3287 0 0
337 3439 0 0
338 3437 0 0
339 3305 0 0
340 3399 0 0
341 3403 0 0
342 3229 0 0
343 3263 0 0
344 3204 0 0
345 3116 0 0
346 3140 0 0
347 3110 0 0
348 3131 0 0
349 3230 0 0
350 3007 0 0
351 3008 0 0
352 3080 0 0
353 3060 0 0
354 3144 0 0
355 2972 0 0
356 3009 0 0
357 3056 0 0
358 2986 0 0
359 3037 0 0
360 3079 0 0
361 2896 0 0
362 2988 0 0
363 2906 0 0
364 2921 0 0
365 2858 0 0
366 2850 0 0
367 2874 0 0
368 2843 0 0
369 2852 0 0
370 2726 0 0
371 2805 0 0
372 2894 0 0
373 2778 0 0
374 2674 0 0
375 2850 0 0
376 2733 0 0
377 2752 0 0
378 2727 0 0
379 2745 0 0
380 2776 0 0
381 2745 0 0
382 2660 0 0
383 2727 0 0
384 2714 0 0
385 2651 0 0
386 2670 0 0
387 2567 0 0
388 2613 0 0
389 2601 0 0
390 2646 0 0
391 2633 0 0
392 2550 0 0
393 2548 0 0
394 2517 0 0
395 2486 0 0
396 2498 0 0
397 2546 0 0
398 2476 0 0
399 2345 0 0
400 2428 0 0
401 2401 0 0
