#P I Flux Inorm
0 13326 0 0
1 13225 0 0
2 14050 0 0
3 13859 0 0
4 14392 0 0
5 14974 0 0
6 15591 0 0
7 15792 0 0
8 16141 0 0
9 16414 0 0
10 16648 0 0
11 17145 0 0
12 17697 0 0
13 18384 0 0
14 18546 0 0
15 19478 0 0
16 19523 0 0
17 20832 0 0
18 21116 0 0
19 22237 0 0
20 23185 0 0
21 24306 0 0
22 24916 0 0
23 26623 0 0
24 27010 0 0
25 27883 0 0
26 28914 0 0
27 29669 0 0
28 30003 0 0
29 31328 0 0
30 32461 0 0
31 34251 0 0
32 35971 0 0
33 38477 0 0
34 41807 0 0
35 46878 0 0
36 52244 0 0
37 58766 0 0
38 63079 0 0
39 69524 0 0
40 72120 0 0
41 82187 0 0
42 88460 0 0
43 100216 0 0
44 109487 0 0
45 117117 0 0
46 120546 0 0
47 119032 0 0
48 122640 0 0
49 134574 0 0
50 142716 0 0
51 149161 0 0
52 157472 0 0
53 171807 0 0
54 184780 0 0
55 202993 0 0
56 242496 0 0
57 289286 0 0
58 321561 0 0
59 344765 0 0
60 380762 0 0
61 430804 0 0
62 479601 0 0
63 581244 0 0
64 721212 0 0
65 788265 0 0
66 864561 0 0
67 1.01245e+06 0 0
68 1.19103e+06 0 0
69 1.21201e+06 0 0
70 1.28078e+06 0 0
71 1.51209e+06 0 0
72 1.56564e+06 0 0
73 1.66051e+06 0 0
74 1.53724e+06 0 0
75 1.44361e+06 0 0
76 1.32872e+06 0 0
77 1.19997e+06 0 0
78 1.14481e+06 0 0
79 1.09036e+06 0 0
80 1.06584e+06 0 0
81 973555 0 0
82 955183 0 0
83 941767 0 0
84 648780 0 0
85 494523 0 0
86 493705 0 0
87 449042 0 0
88 346255 0 0
89 264556 0 0
90 219402 0 0
91 183185 0 0
92 164532 0 0
93 148518 0 0
94 136002 0 0
95 121552 0 0
96 112955 0 0
97 102497 0 0
98 95866 0 0
99 88829 0 0
100 82925 0 0
101 80053 0 0
102 75232 0 0
103 73474 0 0
104 70276 0 0
105 70082 0 0
106 66598 0 0
107 67729 0 0
108 65097 0 0
109 66068 0 0
110 62683 0 0
111 62509 0 0
112 58247 0 0
113 56485 0 0
114 52457 0 0
115 50147 0 0
116 47605 0 0
117 46630 0 0
118 43617 0 0
119 42349 0 0
120 40909 0 0
121 40008 0 0
122 38158 0 0
123 36873 0 0
124 35525 0 0
125 34108 0 0
126 32995 0 0
127 31847 0 0
128 30940 0 0
129 30263 0 0
130 29411 0 0
131 28122 0 0
132 27813 0 0
133 26177 0 0
134 26351 0 0
135 25218 0 0
136 25197 0 0
137 23537 0 0
138 24023 0 0
139 22636 0 0
140 22962 0 0
141 21920 0 0
142 21464 0 0
143 20667 0 0
144 20196 0 0
145 19503 0 0
146 19206 0 0
147 19021 0 0
148 18410 0 0
149 18420 0 0
150 17947 0 0
151 17907 0 0
152 17437 0 0
153 17275 0 0
154 16787 0 0
155 16790 0 0
156 16171 0 0
157 16555 0 0
158 15856 0 0
159 16329 0 0
160 15755 0 0
161 16309 0 0
162 16019 0 0
163 15999 0 0
164 15624 0 0
165 15793 0 0
166 15050 0 0
167 14984 0 0
168 14871 0 0
169 14601 0 0
170 14723 0 0
171 14153 0 0
172 14028 0 0
173 13832 0 0
174 13831 0 0
175 13109 0 0
176 13231 0 0
177 12885 0 0
178 12788 0 0
179 12618 0 0
180 12766 0 0
181 12299 0 0
182 12424 0 0
183 12150 0 0
184 12258 0 0
185 11983 0 0
186 11634 0 0
187 11670 0 0
188 11742 0 0
189 11196 0 0
190 11034 0 0
191 11149 0 0
192 10990 0 0
193 10995 0 0
194 10850 0 0
195 10688 0 0
196 10813 0 0
197 10306 0 0
198 10433 0 0
199 10194 0 0
200 10187 0 0
201 10286 0 0
202 9530 0 0
203 9802 0 0
204 9486 0 0
205 9302 0 0
206 9057 0 0
207 8989 0 0
208 8783 0 0
209 8771 0 0
210 8650 0 0
211 8666 0 0
212 8276 0 0
213 8299 0 0
214 8076 0 0
215 8236 0 0
216 7723 0 0
217 7649 0 0
218 7515 0 0
219 7315 0 0
220 7499 0 0
221 7353 0 0
222 7196 0 0
223 6969 0 0
