#P I Flux Inorm
0 12172 0 0
1 12372 0 0
2 12591 0 0
3 12825 0 0
4 13247 0 0
5 13380 0 0
6 13920 0 0
7 14256 0 0
8 14380 0 0
9 15057 0 0
10 15506 0 0
11 16022 0 0
12 16039 0 0
13 16661 0 0
14 17000 0 0
15 17357 0 0
16 17640 0 0
17 18233 0 0
18 18855 0 0
19 19381 0 0
20 19832 0 0
21 20205 0 0
22 20879 0 0
23 21466 0 0
24 22572 0 0
25 23781 0 0
26 25799 0 0
27 27479 0 0
28 27491 0 0
29 28621 0 0
30 30120 0 0
31 31141 0 0
32 31924 0 0
33 32869 0 0
34 34290 0 0
35 36185 0 0
36 38863 0 0
37 43323 0 0
38 48267 0 0
39 56524 0 0
40 64758 0 0
41 72385 0 0
42 79449 0 0
43 85107 0 0
44 95087 0 0
45 106485 0 0
46 109741 0 0
47 111163 0 0
48 118275 0 0
49 130549 0 0
50 135014 0 0
51 143245 0 0
52 145788 0 0
53 154150 0 0
54 155076 0 0
55 163604 0 0
56 180749 0 0
57 196440 0 0
58 224786 0 0
59 263392 0 0
60 302773 0 0
61 346823 0 0
62 397017 0 0
63 472540 0 0
64 512645 0 0
65 612936 0 0
66 740987 0 0
67 824632 0 0
68 887713 0 0
69 1.01235e+06 0 0
70 1.24559e+06 0 0
71 1.38841e+06 0 0
72 1.49131e+06 0 0
73 1.7072e+06 0 0
74 1.80557e+06 0 0
75 1.82816e+06 0 0
76 1.85467e+06 0 0
77 1.57287e+06 0 0
78 1.34419e+06 0 0
79 1.25419e+06 0 0
80 1.06927e+06 0 0
81 1.01133e+06 0 0
82 944434 0 0
83 613458 0 0
84 491728 0 0
85 485239 0 0
86 395157 0 0
87 299633 0 0
88 241004 0 0
89 194052 0 0
90 162663 0 0
91 143214 0 0
92 131843 0 0
93 120431 0 0
94 106931 0 0
95 99913 0 0
96 92516 0 0
97 88052 0 0
98 81752 0 0
99 77159 0 0
100 72825 0 0
101 69879 0 0
102 66910 0 0
103 64506 0 0
104 62899 0 0
105 61078 0 0
106 59548 0 0
107 59470 0 0
108 56581 0 0
109 53747 0 0
110 51370 0 0
111 48034 0 0
112 44865 0 0
113 43121 0 0
114 41471 0 0
115 39540 0 0
116 37903 0 0
117 36280 0 0
118 35463 0 0
119 33699 0 0
120 32649 0 0
121 31553 0 0
122 30324 0 0
123 29036 0 0
124 28377 0 0
125 27258 0 0
126 26380 0 0
127 25667 0 0
128 24920 0 0
129 24382 0 0
130 24391 0 0
131 23352 0 0
132 22711 0 0
133 21941 0 0
134 21206 0 0
135 20616 0 0
136 20625 0 0
137 19658 0 0
138 19080 0 0
139 18652 0 0
140 18255 0 0
141 17781 0 0
142 17160 0 0
143 16704 0 0
144 16056 0 0
145 15925 0 0
146 15655 0 0
147 15378 0 0
148 15208 0 0
149 14834 0 0
150 14653 0 0
151 14235 0 0
152 13969 0 0
153 13740 0 0
154 13649 0 0
155 13496 0 0
156 13137 0 0
157 13105 0 0
158 13013 0 0
159 12871 0 0
160 12765 0 0
161 12448 0 0
162 12293 0 0
163 12462 0 0
164 12166 0 0
165 12051 0 0
166 11942 0 0
167 11782 0 0
168 11510 0 0
169 11383 0 0
170 11119 0 0
171 10913 0 0
172 10889 0 0
173 10652 0 0
174 10509 0 0
175 10427 0 0
176 10132 0 0
177 10036 0 0
178 9904 0 0
179 9716 0 0
180 9728 0 0
181 9600 0 0
182 9560 0 0
183 9213 0 0
184 9117 0 0
185 8833 0 0
186 9024 0 0
187 8982 0 0
188 8794 0 0
189 8624 0 0
190 8641 0 0
191 8471 0 0
192 8317 0 0
193 8352 0 0
194 8291 0 0
195 8091 0 0
196 8041 0 0
197 8022 0 0
198 7912 0 0
199 7921 0 0
200 7675 0 0
201 7554 0 0
202 7471 0 0
203 7330 0 0
204 7314 0 0
205 7301 0 0
206 7211 0 0
207 7167 0 0
208 6898 0 0
209 6858 0 0
210 6766 0 0
211 6773 0 0
212 6467 0 0
213 6602 0 0
214 6380 0 0
215 6250 0 0
216 6326 0 0
217 6335 0 0
218 6186 0 0
219 5946 0 0
220 5955 0 0
221 5847 0 0
222 5915 0 0
223 5647 0 0
224 5662 0 0
225 5662 0 0
226 5600 0 0
227 5359 0 0
228 5333 0 0
229 5335 0 0
230 5254 0 0
231 5302 0 0
232 5115 0 0
233 5189 0 0
234 4953 0 0
235 4968 0 0
