#P I Flux Inorm
0 16993 0 0
1 17576 0 0
2 17828 0 0
3 18392 0 0
4 18679 0 0
5 19759 0 0
6 20065 0 0
7 20691 0 0
8 21262 0 0
9 21744 0 0
10 22397 0 0
11 22877 0 0
12 23487 0 0
13 24187 0 0
14 24786 0 0
15 25555 0 0
16 26293 0 0
17 27622 0 0
18 28705 0 0
19 30434 0 0
20 31595 0 0
21 34617 0 0
22 36056 0 0
23 40110 0 0
24 42184 0 0
25 47601 0 0
26 48387 0 0
27 52287 0 0
28 53030 0 0
29 55772 0 0
30 56456 0 0
31 56438 0 0
32 62261 0 0
33 61498 0 0
34 64198 0 0
35 59844 0 0
36 59749 0 0
37 59897 0 0
38 63074 0 0
39 66543 0 0
40 71174 0 0
41 76613 0 0
42 80502 0 0
43 83097 0 0
44 83984 0 0
45 84039 0 0
46 84781 0 0
47 90289 0 0
48 107918 0 0
49 114278 0 0
50 119091 0 0
51 123395 0 0
52 136463 0 0
53 154668 0 0
54 174980 0 0
55 208441 0 0
56 245876 0 0
57 288480 0 0
58 330621 0 0
59 391450 0 0
60 449636 0 0
61 518135 0 0
62 594097 0 0
63 660812 0 0
64 723077 0 0
65 874702 0 0
66 1.0309e+06 0 0
67 1.32279e+06 0 0
68 1.37272e+06 0 0
69 1.24752e+06 0 0
70 1.16592e+06 0 0
71 1.15071e+06 0 0
72 1.19902e+06 0 0
73 1.28487e+06 0 0
74 1.40701e+06 0 0
75 1.5312e+06 0 0
76 1.93166e+06 0 0
77 2.03504e+06 0 0
78 1.32994e+06 0 0
79 978733 0 0
80 911404 0 0
81 870743 0 0
82 755481 0 0
83 773020 0 0
84 630444 0 0
85 507336 0 0
86 427967 0 0
87 381647 0 0
88 327656 0 0
89 273765 0 0
90 233056 0 0
91 204880 0 0
92 176221 0 0
93 152856 0 0
94 128614 0 0
95 116207 0 0
96 105964 0 0
97 96067 0 0
98 85332 0 0
99 84184 0 0
100 77818 0 0
101 77279 0 0
102 74411 0 0
103 72087 0 0
104 68386 0 0
105 67895 0 0
106 66497 0 0
107 65092 0 0
108 67146 0 0
109 62702 0 0
110 63495 0 0
111 58621 0 0
112 58461 0 0
113 53412 0 0
114 51801 0 0
115 46914 0 0
116 46491 0 0
117 42588 0 0
118 40879 0 0
119 39733 0 0
120 38099 0 0
121 37424 0 0
122 35358 0 0
123 35510 0 0
124 33676 0 0
125 34374 0 0
126 32041 0 0
127 32779 0 0
128 31219 0 0
129 31041 0 0
130 29865 0 0
131 29453 0 0
132 28437 0 0
133 28328 0 0
134 27655 0 0
135 27144 0 0
136 26731 0 0
137 25600 0 0
138 25776 0 0
139 24499 0 0
140 24411 0 0
141 23554 0 0
142 23775 0 0
143 22995 0 0
144 22983 0 0
145 22276 0 0
146 21305 0 0
147 20375 0 0
148 19367 0 0
149 18971 0 0
150 18107 0 0
151 17445 0 0
152 16881 0 0
153 16392 0 0
154 15918 0 0
155 15635 0 0
156 15070 0 0
157 15062 0 0
158 14657 0 0
159 14652 0 0
160 14053 0 0
161 14001 0 0
162 13653 0 0
163 13568 0 0
164 13338 0 0
165 13010 0 0
166 13152 0 0
167 12782 0 0
168 12381 0 0
169 12120 0 0
170 11866 0 0
171 11514 0 0
172 11302 0 0
173 10967 0 0
174 10683 0 0
175 10709 0 0
176 10393 0 0
177 10014 0 0
178 10040 0 0
179 9765 0 0
180 9683 0 0
181 9511 0 0
182 9322 0 0
183 9256 0 0
184 8968 0 0
185 8629 0 0
186 8368 0 0
187 8270 0 0
188 7955 0 0
189 8093 0 0
190 7517 0 0
191 7578 0 0
192 7254 0 0
193 7193 0 0
194 7135 0 0
195 7025 0 0
196 6875 0 0
197 6936 0 0
198 6750 0 0
199 6637 0 0
200 6689 0 0
201 6220 0 0
202 6453 0 0
203 6173 0 0
204 6426 0 0
205 6033 0 0
206 6086 0 0
207 5857 0 0
208 5752 0 0
209 5968 0 0
210 5485 0 0
211 5704 0 0
212 5469 0 0
213 5520 0 0
214 5370 0 0
215 5366 0 0
216 5256 0 0
217 5225 0 0
218 5052 0 0
219 5081 0 0
220 4954 0 0
221 4974 0 0
222 4864 0 0
223 4751 0 0
224 4618 0 0
225 4667 0 0
226 4662 0 0
227 4416 0 0
228 4636 0 0
229 4470 0 0
