#P I Flux Inorm
0 14046 0 0
1 14403 0 0
2 14756 0 0
3 14844 0 0
4 14976 0 0
5 15491 0 0
6 15753 0 0
7 16436 0 0
8 16929 0 0
9 17457 0 0
10 17970 0 0
11 19030 0 0
12 20055 0 0
13 20692 0 0
14 21546 0 0
15 22353 0 0
16 22924 0 0
17 24209 0 0
18 25846 0 0
19 28053 0 0
20 29449 0 0
21 31940 0 0
22 33554 0 0
23 37500 0 0
24 39992 0 0
25 44339 0 0
26 47323 0 0
27 51645 0 0
28 56974 0 0
29 63112 0 0
30 69864 0 0
31 67493 0 0
32 71912 0 0
33 70008 0 0
34 75175 0 0
35 70725 0 0
36 70919 0 0
37 66876 0 0
38 71657 0 0
39 71708 0 0
40 75559 0 0
41 80227 0 0
42 86377 0 0
43 91340 0 0
44 90239 0 0
45 89793 0 0
46 84191 0 0
47 88086 0 0
48 96145 0 0
49 106873 0 0
50 116215 0 0
51 120022 0 0
52 128006 0 0
53 141987 0 0
54 157743 0 0
55 182313 0 0
56 216264 0 0
57 264982 0 0
58 325910 0 0
59 362234 0 0
60 390939 0 0
61 451445 0 0
62 525125 0 0
63 598741 0 0
64 718670 0 0
65 835149 0 0
66 921588 0 0
67 1.02613e+06 0 0
68 1.30985e+06 0 0
69 1.47322e+06 0 0
70 1.40275e+06 0 0
71 1.25365e+06 0 0
72 1.27486e+06 0 0
73 1.29255e+06 0 0
74 1.43603e+06 0 0
75 1.67025e+06 0 0
76 2.16519e+06 0 0
77 1.94327e+06 0 0
78 1.2705e+06 0 0
79 1.07284e+06 0 0
80 994831 0 0
81 795546 0 0
82 783516 0 0
83 711564 0 0
84 639086 0 0
85 536213 0 0
86 445871 0 0
87 384060 0 0
88 317769 0 0
89 261881 0 0
90 215757 0 0
91 180827 0 0
92 152675 0 0
93 131549 0 0
94 117070 0 0
95 106775 0 0
96 95025 0 0
97 87661 0 0
98 81650 0 0
99 79570 0 0
100 76076 0 0
101 75929 0 0
102 74857 0 0
103 69435 0 0
104 65607 0 0
105 60758 0 0
106 59513 0 0
107 56451 0 0
108 56200 0 0
109 51939 0 0
110 51498 0 0
111 46751 0 0
112 46301 0 0
113 42916 0 0
114 41658 0 0
115 39941 0 0
116 38361 0 0
117 37029 0 0
118 35302 0 0
119 34629 0 0
120 32132 0 0
121 31686 0 0
122 29416 0 0
123 30159 0 0
124 27732 0 0
125 27920 0 0
126 26577 0 0
127 26312 0 0
128 25305 0 0
129 24896 0 0
130 24484 0 0
131 23531 0 0
132 23634 0 0
