#P I Flux Inorm
0 13480 0 0
1 13419 0 0
2 14454 0 0
3 14361 0 0
4 14936 0 0
5 15068 0 0
6 15760 0 0
7 16069 0 0
8 16343 0 0
9 16933 0 0
10 17214 0 0
11 17568 0 0
12 17887 0 0
13 18403 0 0
14 18943 0 0
15 19573 0 0
16 19836 0 0
17 20872 0 0
18 20961 0 0
19 22259 0 0
20 23203 0 0
21 24595 0 0
22 24812 0 0
23 26259 0 0
24 27279 0 0
25 27991 0 0
26 29272 0 0
27 29870 0 0
28 29912 0 0
29 31580 0 0
30 32154 0 0
31 33850 0 0
32 35719 0 0
33 37318 0 0
34 40009 0 0
35 43613 0 0
36 47404 0 0
37 53415 0 0
38 58023 0 0
39 64355 0 0
40 67124 0 0
41 71764 0 0
42 78389 0 0
43 88288 0 0
44 99959 0 0
45 112868 0 0
46 116330 0 0
47 119104 0 0
48 122723 0 0
49 132742 0 0
50 142046 0 0
51 150845 0 0
52 153489 0 0
53 165917 0 0
54 177183 0 0
55 191421 0 0
56 216524 0 0
57 265339 0 0
58 302371 0 0
59 334643 0 0
60 353163 0 0
61 400276 0 0
62 451720 0 0
63 515253 0 0
64 664333 0 0
65 770830 0 0
66 842177 0 0
67 945405 0 0
68 1.13766e+06 0 0
69 1.28825e+06 0 0
70 1.29041e+06 0 0
71 1.4956e+06 0 0
72 1.6302e+06 0 0
73 1.6964e+06 0 0
74 1.58021e+06 0 0
75 1.45357e+06 0 0
76 1.35448e+06 0 0
77 1.2126e+06 0 0
78 1.15079e+06 0 0
79 1.09056e+06 0 0
80 1.05462e+06 0 0
81 975213 0 0
82 972200 0 0
83 878538 0 0
84 568872 0 0
85 513983 0 0
86 507197 0 0
87 426291 0 0
88 327943 0 0
89 257509 0 0
90 216165 0 0
91 181830 0 0
92 165595 0 0
93 147749 0 0
94 135333 0 0
95 120385 0 0
96 114754 0 0
97 101605 0 0
98 96676 0 0
99 87788 0 0
100 85326 0 0
101 79586 0 0
102 77408 0 0
103 73295 0 0
104 72777 0 0
105 70097 0 0
106 69423 0 0
107 68372 0 0
108 67639 0 0
109 66893 0 0
110 65092 0 0
111 62340 0 0
112 59015 0 0
113 57335 0 0
114 53336 0 0
115 52470 0 0
116 48702 0 0
117 48592 0 0
118 45026 0 0
119 44856 0 0
120 41454 0 0
121 42169 0 0
122 39081 0 0
123 38635 0 0
124 36419 0 0
125 36368 0 0
126 34219 0 0
127 33875 0 0
128 32377 0 0
129 32196 0 0
130 29967 0 0
131 30036 0 0
132 28649 0 0
133 28273 0 0
134 27448 0 0
135 26652 0 0
136 25950 0 0
137 25342 0 0
138 24706 0 0
139 24011 0 0
140 24001 0 0
141 22856 0 0
142 22464 0 0
143 21504 0 0
144 21513 0 0
145 20407 0 0
146 20162 0 0
147 19634 0 0
148 19815 0 0
149 18893 0 0
150 19249 0 0
151 18712 0 0
152 19051 0 0
153 17888 0 0
154 18171 0 0
155 17378 0 0
156 17491 0 0
157 17291 0 0
158 17366 0 0
159 17437 0 0
160 16954 0 0
161 17142 0 0
162 17067 0 0
163 17034 0 0
164 16741 0 0
165 16830 0 0
166 15978 0 0
167 16187 0 0
168 15800 0 0
169 16007 0 0
170 15458 0 0
171 15680 0 0
172 14761 0 0
173 15300 0 0
174 14183 0 0
175 14589 0 0
176 14122 0 0
177 14010 0 0
178 13609 0 0
179 13762 0 0
180 13293 0 0
181 13368 0 0
182 13142 0 0
183 13060 0 0
184 12811 0 0
185 12657 0 0
186 12360 0 0
187 12259 0 0
188 12099 0 0
189 12133 0 0
190 12167 0 0
191 11670 0 0
192 11999 0 0
193 11622 0 0
194 11805 0 0
195 11296 0 0
196 11516 0 0
197 11049 0 0
198 11402 0 0
199 10729 0 0
200 11024 0 0
201 10582 0 0
202 10463 0 0
203 10289 0 0
204 9906 0 0
205 9709 0 0
206 9827 0 0
207 9546 0 0
208 9415 0 0
209 9239 0 0
210 9235 0 0
211 9083 0 0
212 8972 0 0
213 8786 0 0
214 8523 0 0
215 8448 0 0
216 8406 0 0
217 8233 0 0
218 7744 0 0
219 7761 0 0
220 7502 0 0
221 7639 0 0
222 7407 0 0
223 7479 0 0
224 7060 0 0
225 7107 0 0
226 6811 0 0
227 6752 0 0
228 6582 0 0
229 6624 0 0
230 6327 0 0
231 6377 0 0
232 6320 0 0
233 6237 0 0
234 6153 0 0
235 6110 0 0
236 5904 0 0
237 5789 0 0
238 5865 0 0
239 5829 0 0
240 5644 0 0
241 5564 0 0
242 5691 0 0
243 5455 0 0
244 5586 0 0
245 5441 0 0
246 5489 0 0
247 5552 0 0
248 5447 0 0
249 5240 0 0
250 5278 0 0
251 5100 0 0
252 5167 0 0
253 5059 0 0
254 5014 0 0
255 5125 0 0
256 4919 0 0
257 4821 0 0
258 4751 0 0
259 4650 0 0
260 4734 0 0
261 4626 0 0
262 4571 0 0
263 4474 0 0
264 4385 0 0
265 4462 0 0
266 4353 0 0
267 4257 0 0
268 4269 0 0
269 4283 0 0
270 4094 0 0
271 4263 0 0
272 4148 0 0
273 4138 0 0
274 4085 0 0
275 4038 0 0
276 3931 0 0
277 3967 0 0
278 3986 0 0
279 3997 0 0
280 3842 0 0
281 3906 0 0
282 3797 0 0
283 3949 0 0
284 3734 0 0
285 3688 0 0
286 3561 0 0
287 3696 0 0
288 3672 0 0
289 3655 0 0
290 3668 0 0
291 3554 0 0
292 3444 0 0
293 3448 0 0
294 3459 0 0
295 3543 0 0
296 3474 0 0
297 3376 0 0
298 3475 0 0
299 3419 0 0
300 3424 0 0
301 3352 0 0
302 3450 0 0
303 3313 0 0
304 3261 0 0
305 3265 0 0
306 3312 0 0
307 3246 0 0
308 3253 0 0
309 3138 0 0
310 3168 0 0
311 3230 0 0
312 3111 0 0
313 3155 0 0
314 3144 0 0
315 3126 0 0
316 3070 0 0
317 3129 0 0
318 3053 0 0
319 3104 0 0
320 3115 0 0
321 3045 0 0
322 3072 0 0
323 3150 0 0
324 2994 0 0
325 3073 0 0
326 2986 0 0
327 2884 0 0
328 2821 0 0
329 2929 0 0
330 2855 0 0
331 2897 0 0
332 2784 0 0
333 2923 0 0
334 2776 0 0
335 3025 0 0
336 2698 0 0
337 2811 0 0
338 2743 0 0
339 2768 0 0
340 2750 0 0
341 2731 0 0
342 2640 0 0
343 2683 0 0
344 2677 0 0
345 2659 0 0
346 2637 0 0
347 2602 0 0
348 2595 0 0
349 2560 0 0
350 2647 0 0
351 2626 0 0
352 2615 0 0
353 2514 0 0
354 2537 0 0
355 2563 0 0
356 2601 0 0
357 2544 0 0
358 2541 0 0
359 2446 0 0
360 2486 0 0
361 2392 0 0
362 2416 0 0
363 2459 0 0
364 2449 0 0
365 2470 0 0
366 2399 0 0
367 2419 0 0
368 2309 0 0
369 2316 0 0
370 2351 0 0
371 2283 0 0
372 2305 0 0
373 2341 0 0
374 2292 0 0
375 2266 0 0
376 2275 0 0
377 2309 0 0
378 2295 0 0
379 2262 0 0
380 2268 0 0
381 2318 0 0
382 2231 0 0
383 2297 0 0
384 2279 0 0
385 2350 0 0
386 2202 0 0
387 2255 0 0
388 2197 0 0
389 2169 0 0
390 2223 0 0
391 2207 0 0
392 2102 0 0
393 2147 0 0
394 2172 0 0
395 2097 0 0
396 2123 0 0
397 2145 0 0
398 2116 0 0
399 2108 0 0
400 2157 0 0
401 2020 0 0
402 2085 0 0
403 2182 0 0
404 2062 0 0
405 2061 0 0
406 2037 0 0
407 2023 0 0
408 2010 0 0
409 1923 0 0
410 2013 0 0
411 2034 0 0
412 2130 0 0
413 1979 0 0
414 2013 0 0
415 2069 0 0
416 2081 0 0
417 1981 0 0
418 1986 0 0
419 1879 0 0
420 1878 0 0
421 2009 0 0
422 1945 0 0
423 1859 0 0
424 1921 0 0
425 1962 0 0
426 1987 0 0
427 1973 0 0
428 1907 0 0
429 1805 0 0
430 1860 0 0
431 1841 0 0
432 1750 0 0
433 1882 0 0
434 1795 0 0
435 1877 0 0
436 1867 0 0
437 1821 0 0
438 1799 0 0
439 1860 0 0
440 1853 0 0
441 1897 0 0
442 1897 0 0
443 1783 0 0
444 1823 0 0
445 1799 0 0
446 1902 0 0
447 1863 0 0
448 1881 0 0
449 1825 0 0
450 1837 0 0
451 1828 0 0
452 1900 0 0
453 1737 0 0
454 1859 0 0
455 1816 0 0
456 1765 0 0
457 1723 0 0
458 1809 0 0
459 1760 0 0
460 1788 0 0
461 1723 0 0
462 1733 0 0
463 1744 0 0
464 1753 0 0
465 1785 0 0
466 1670 0 0
467 1713 0 0
468 1673 0 0
469 1775 0 0
470 1673 0 0
471 1735 0 0
472 1701 0 0
473 1710 0 0
474 1710 0 0
475 1652 0 0
476 1713 0 0
477 1779 0 0
478 1641 0 0
479 1643 0 0
480 1661 0 0
481 1626 0 0
482 1639 0 0
483 1612 0 0
484 1654 0 0
485 1657 0 0
486 1644 0 0
487 1660 0 0
488 1564 0 0
489 1609 0 0
490 1624 0 0
491 1700 0 0
492 1632 0 0
493 1586 0 0
494 1628 0 0
495 1695 0 0
496 1590 0 0
497 1542 0 0
498 1505 0 0
499 1633 0 0
500 1575 0 0
501 1617 0 0
502 1538 0 0
503 1573 0 0
504 1579 0 0
505 1531 0 0
506 1620 0 0
507 1555 0 0
508 1552 0 0
509 1632 0 0
510 1630 0 0
511 1504 0 0
512 1527 0 0
513 1554 0 0
514 1599 0 0
515 1510 0 0
516 1578 0 0
517 1552 0 0
518 1529 0 0
519 1502 0 0
520 1584 0 0
521 1524 0 0
522 1482 0 0
523 1486 0 0
524 1490 0 0
525 1557 0 0
526 1529 0 0
527 1463 0 0
528 1554 0 0
529 1475 0 0
530 1537 0 0
531 1402 0 0
532 1476 0 0
533 1482 0 0
534 1437 0 0
535 1543 0 0
536 1441 0 0
537 1513 0 0
538 1563 0 0
539 1523 0 0
540 1506 0 0
541 1427 0 0
542 1442 0 0
543 1444 0 0
544 1496 0 0
545 1472 0 0
546 1473 0 0
547 1484 0 0
548 1542 0 0
549 1465 0 0
550 1407 0 0
551 1409 0 0
552 1438 0 0
553 1475 0 0
554 1385 0 0
555 1394 0 0
556 1461 0 0
557 1431 0 0
558 1435 0 0
559 1448 0 0
560 1461 0 0
561 1391 0 0
562 1431 0 0
563 1439 0 0
564 1440 0 0
565 1458 0 0
566 1359 0 0
567 1426 0 0
568 1483 0 0
569 1428 0 0
570 1423 0 0
571 1375 0 0
572 1398 0 0
573 1394 0 0
574 1396 0 0
575 1430 0 0
576 1435 0 0
577 1427 0 0
578 1427 0 0
579 1378 0 0
580 1382 0 0
581 1358 0 0
582 1397 0 0
583 1408 0 0
584 1396 0 0
585 1409 0 0
586 1369 0 0
587 1376 0 0
588 1375 0 0
589 1366 0 0
