#P I Flux Inorm
0 12571 0 0
1 12651 0 0
2 13199 0 0
3 13016 0 0
4 13702 0 0
5 13743 0 0
6 14202 0 0
7 14615 0 0
8 15059 0 0
9 15574 0 0
10 16026 0 0
11 16345 0 0
12 16559 0 0
13 16937 0 0
14 17572 0 0
15 18066 0 0
16 18404 0 0
17 18815 0 0
18 19447 0 0
19 20312 0 0
20 20503 0 0
21 21591 0 0
22 22130 0 0
23 23035 0 0
24 24244 0 0
25 25238 0 0
26 27165 0 0
27 27301 0 0
28 29056 0 0
29 29717 0 0
30 30438 0 0
31 31352 0 0
32 32147 0 0
33 33480 0 0
34 35813 0 0
35 37569 0 0
36 41106 0 0
37 45588 0 0
38 51531 0 0
39 58494 0 0
40 64616 0 0
41 72402 0 0
42 75523 0 0
43 83314 0 0
44 92492 0 0
45 102007 0 0
46 110042 0 0
47 115399 0 0
48 119814 0 0
49 131560 0 0
50 136940 0 0
51 143514 0 0
52 151178 0 0
53 155786 0 0
54 160637 0 0
55 177787 0 0
56 190998 0 0
57 213655 0 0
58 254415 0 0
59 296178 0 0
60 336378 0 0
61 369131 0 0
62 420231 0 0
63 472600 0 0
64 531591 0 0
65 676960 0 0
66 787192 0 0
67 847102 0 0
68 937165 0 0
69 1.1415e+06 0 0
70 1.35142e+06 0 0
71 1.36585e+06 0 0
72 1.56688e+06 0 0
73 1.71691e+06 0 0
74 1.78564e+06 0 0
75 1.716e+06 0 0
76 1.65476e+06 0 0
77 1.44143e+06 0 0
78 1.25023e+06 0 0
79 1.2164e+06 0 0
80 1.0891e+06 0 0
81 991168 0 0
82 1.0135e+06 0 0
83 692966 0 0
84 506922 0 0
85 513472 0 0
86 452307 0 0
87 337792 0 0
88 267727 0 0
89 216656 0 0
90 182121 0 0
91 157938 0 0
92 145107 0 0
93 131092 0 0
94 117560 0 0
95 107571 0 0
96 100295 0 0
97 92379 0 0
98 87486 0 0
99 80880 0 0
100 77702 0 0
101 73862 0 0
102 71476 0 0
103 67278 0 0
104 67216 0 0
105 65164 0 0
106 64889 0 0
107 62610 0 0
108 62757 0 0
109 59739 0 0
110 57044 0 0
111 53545 0 0
112 51110 0 0
113 47892 0 0
114 45735 0 0
115 43934 0 0
116 42562 0 0
117 41211 0 0
118 39222 0 0
119 37648 0 0
120 36512 0 0
121 35048 0 0
122 33760 0 0
123 32731 0 0
124 31721 0 0
125 30814 0 0
126 29105 0 0
127 28652 0 0
128 27557 0 0
129 27554 0 0
130 25865 0 0
131 25890 0 0
132 24380 0 0
133 24269 0 0
134 23267 0 0
135 22757 0 0
136 22193 0 0
137 21966 0 0
138 21205 0 0
139 20867 0 0
140 20287 0 0
141 19886 0 0
142 18922 0 0
143 18549 0 0
144 18071 0 0
145 17469 0 0
146 17329 0 0
147 17017 0 0
148 16406 0 0
149 16242 0 0
150 16370 0 0
151 15718 0 0
152 15743 0 0
153 15621 0 0
154 15456 0 0
155 15061 0 0
156 15001 0 0
157 14593 0 0
158 14641 0 0
159 14206 0 0
160 14568 0 0
161 14075 0 0
162 14412 0 0
163 13845 0 0
164 14113 0 0
165 13444 0 0
166 13626 0 0
167 13264 0 0
168 13433 0 0
169 13075 0 0
170 13018 0 0
171 12754 0 0
172 12447 0 0
173 12107 0 0
174 11857 0 0
175 11980 0 0
176 11345 0 0
177 11423 0 0
178 11385 0 0
179 11274 0 0
180 11032 0 0
181 11094 0 0
182 10703 0 0
