#P I Flux Inorm
0 15279 0 0
1 15816 0 0
2 16736 0 0
3 17153 0 0
4 18072 0 0
5 19157 0 0
6 20128 0 0
7 21096 0 0
8 21279 0 0
9 21201 0 0
10 20646 0 0
11 19947 0 0
12 19570 0 0
13 19491 0 0
14 19684 0 0
15 20244 0 0
16 20684 0 0
17 21353 0 0
18 22275 0 0
19 23267 0 0
20 24984 0 0
21 25960 0 0
22 26443 0 0
23 27873 0 0
24 29668 0 0
25 31481 0 0
26 32923 0 0
27 34903 0 0
28 39221 0 0
29 43215 0 0
30 50624 0 0
31 57164 0 0
32 75035 0 0
33 78849 0 0
34 89911 0 0
35 87161 0 0
36 101124 0 0
37 95517 0 0
38 91930 0 0
39 90097 0 0
40 91574 0 0
41 96634 0 0
42 99208 0 0
43 109659 0 0
44 102973 0 0
45 109677 0 0
46 100686 0 0
47 101978 0 0
48 113358 0 0
49 137287 0 0
50 152613 0 0
51 152666 0 0
52 164799 0 0
53 185697 0 0
54 213806 0 0
55 242642 0 0
56 288417 0 0
57 335680 0 0
58 396641 0 0
59 414110 0 0
60 502704 0 0
61 579242 0 0
62 680706 0 0
63 780802 0 0
64 813910 0 0
65 923926 0 0
66 1.00178e+06 0 0
67 1.02708e+06 0 0
68 1.06353e+06 0 0
69 1.10009e+06 0 0
70 1.11682e+06 0 0
71 1.18117e+06 0 0
72 1.33934e+06 0 0
73 1.30365e+06 0 0
74 1.43834e+06 0 0
75 1.49872e+06 0 0
76 1.58981e+06 0 0
77 1.33743e+06 0 0
78 1.18494e+06 0 0
79 1.01761e+06 0 0
80 1.0551e+06 0 0
81 974753 0 0
82 751548 0 0
83 684025 0 0
84 740501 0 0
85 732482 0 0
86 693099 0 0
87 559283 0 0
88 447975 0 0
89 384601 0 0
90 325453 0 0
91 253734 0 0
92 190982 0 0
93 160888 0 0
94 139208 0 0
95 129082 0 0
96 119175 0 0
97 109605 0 0
98 103686 0 0
99 97590 0 0
100 95527 0 0
101 87654 0 0
102 85163 0 0
103 77709 0 0
104 77622 0 0
105 70437 0 0
106 73254 0 0
107 67591 0 0
108 66833 0 0
109 62477 0 0
110 60938 0 0
111 59159 0 0
112 55550 0 0
113 55328 0 0
114 49692 0 0
115 50284 0 0
116 44451 0 0
117 44553 0 0
118 39936 0 0
119 40579 0 0
120 36996 0 0
121 37519 0 0
122 34642 0 0
123 34772 0 0
124 32978 0 0
125 31850 0 0
126 30970 0 0
127 29429 0 0
128 29106 0 0
129 27633 0 0
130 28010 0 0
131 26101 0 0
132 26750 0 0
133 24956 0 0
134 26104 0 0
135 24169 0 0
136 24994 0 0
137 23887 0 0
138 24338 0 0
139 23974 0 0
140 24162 0 0
141 24379 0 0
142 23512 0 0
143 23473 0 0
144 21970 0 0
145 21161 0 0
146 19256 0 0
147 19096 0 0
148 17834 0 0
149 17696 0 0
150 16653 0 0
151 16531 0 0
152 16001 0 0
153 15505 0 0
154 15006 0 0
155 14692 0 0
156 14645 0 0
157 14105 0 0
158 13665 0 0
159 13335 0 0
160 13579 0 0
161 12446 0 0
162 12781 0 0
163 12381 0 0
164 12267 0 0
165 11926 0 0
166 11770 0 0
167 11571 0 0
168 11111 0 0
169 10759 0 0
170 10874 0 0
171 10926 0 0
172 10400 0 0
173 10352 0 0
174 10087 0 0
175 10052 0 0
176 9665 0 0
177 9828 0 0
178 9429 0 0
179 9591 0 0
180 9057 0 0
181 9210 0 0
182 8903 0 0
183 8947 0 0
184 8796 0 0
185 8600 0 0
186 8617 0 0
187 8447 0 0
188 8353 0 0
189 8128 0 0
190 8220 0 0
191 7955 0 0
192 7923 0 0
193 7648 0 0
194 7826 0 0
195 7614 0 0
196 7502 0 0
197 7405 0 0
198 7420 0 0
199 7393 0 0
200 7306 0 0
201 7185 0 0
202 7075 0 0
203 7017 0 0
204 6902 0 0
205 6822 0 0
206 6696 0 0
207 6753 0 0
208 6500 0 0
209 6720 0 0
210 6472 0 0
211 6494 0 0
