#P I Flux Inorm
0 19066 0 0
1 20124 0 0
2 20952 0 0
3 21772 0 0
4 22599 0 0
5 24486 0 0
6 26201 0 0
7 28191 0 0
8 29421 0 0
9 30224 0 0
10 28131 0 0
11 26202 0 0
12 24649 0 0
13 24059 0 0
14 23762 0 0
15 24188 0 0
16 25207 0 0
17 26170 0 0
18 27814 0 0
19 29568 0 0
20 30887 0 0
21 33750 0 0
22 35723 0 0
23 39566 0 0
24 41560 0 0
25 46299 0 0
26 48794 0 0
27 53500 0 0
28 58610 0 0
29 63164 0 0
30 63615 0 0
31 64721 0 0
32 68078 0 0
33 67574 0 0
34 68467 0 0
35 62764 0 0
36 64890 0 0
37 64897 0 0
38 68239 0 0
39 70422 0 0
40 74901 0 0
41 80250 0 0
42 85668 0 0
43 86192 0 0
44 85084 0 0
45 84909 0 0
46 84272 0 0
47 87985 0 0
48 101779 0 0
49 112694 0 0
50 115902 0 0
51 120645 0 0
52 131724 0 0
53 147895 0 0
54 171378 0 0
55 200622 0 0
56 246439 0 0
57 292616 0 0
58 335233 0 0
59 364580 0 0
60 416241 0 0
61 497853 0 0
62 575306 0 0
63 674352 0 0
64 768845 0 0
65 853038 0 0
66 881264 0 0
67 1.10175e+06 0 0
68 1.34264e+06 0 0
69 1.38159e+06 0 0
70 1.22133e+06 0 0
71 1.13724e+06 0 0
72 1.19409e+06 0 0
73 1.2699e+06 0 0
74 1.37979e+06 0 0
75 1.53441e+06 0 0
76 1.83356e+06 0 0
77 2.03974e+06 0 0
78 1.41414e+06 0 0
79 960965 0 0
80 862872 0 0
81 880716 0 0
82 761795 0 0
83 743776 0 0
84 698993 0 0
85 614077 0 0
86 526556 0 0
87 447457 0 0
88 385456 0 0
89 314183 0 0
90 256830 0 0
91 220647 0 0
92 180753 0 0
93 153559 0 0
94 130743 0 0
95 117587 0 0
96 104702 0 0
97 93246 0 0
98 85837 0 0
99 83495 0 0
100 79429 0 0
101 79374 0 0
102 76178 0 0
103 73439 0 0
104 68083 0 0
105 65010 0 0
106 61426 0 0
107 59431 0 0
108 58916 0 0
109 57407 0 0
110 56755 0 0
111 53742 0 0
112 52635 0 0
113 49235 0 0
114 47886 0 0
115 44482 0 0
116 43940 0 0
117 41304 0 0
118 40045 0 0
119 37793 0 0
120 37090 0 0
121 35394 0 0
122 33204 0 0
123 32982 0 0
124 31240 0 0
125 31358 0 0
126 29832 0 0
127 29817 0 0
128 28358 0 0
129 28842 0 0
130 27597 0 0
131 27722 0 0
132 27217 0 0
133 27710 0 0
134 27628 0 0
135 27919 0 0
136 28134 0 0
137 28046 0 0
138 28294 0 0
139 28342 0 0
140 28906 0 0
141 29162 0 0
142 30748 0 0
143 31610 0 0
144 32818 0 0
145 30301 0 0
146 26707 0 0
147 22978 0 0
148 20321 0 0
149 18992 0 0
150 17935 0 0
151 17432 0 0
152 16403 0 0
153 16061 0 0
154 15373 0 0
155 15145 0 0
156 14544 0 0
157 14230 0 0
158 13718 0 0
159 13620 0 0
160 13281 0 0
161 13101 0 0
162 12996 0 0
163 12700 0 0
164 12597 0 0
